from,to,weight,from_name,to_name
IK_COLNVLDHVKWLRT-QMMMGPOBSA-N,IK_COLNVLDHVKWLRT-UHFFFAOYNA-N,1.0279706790123457,L-Phenylalanine,Phenylalanine
IK_COLNVLDHVKWLRT-UHFFFAOYNA-N,IK_COLNVLDHVKWLRT-QMMMGPOBSA-N,1.0279706790123457,Phenylalanine,L-Phenylalanine
IK_WWZKQHOCKIZLMA-UHFFFAOYSA-N,IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,1.0204081632653061,Caprylic acid,Palmitic acid
IK_POULHZVOKOAJMA-UHFFFAOYSA-N,IK_WWZKQHOCKIZLMA-UHFFFAOYSA-N,1.0204081632653061,lauric acid,Caprylic acid
IK_TUNFSRHWOTWDNC-UHFFFAOYSA-N,IK_WWZKQHOCKIZLMA-UHFFFAOYSA-N,1.0204081632653061,Myristic acid,Caprylic acid
IK_TUNFSRHWOTWDNC-UHFFFAOYSA-N,IK_POULHZVOKOAJMA-UHFFFAOYSA-N,1.0204081632653061,Myristic acid,lauric acid
IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,IK_TUNFSRHWOTWDNC-UHFFFAOYSA-N,1.0204081632653061,Palmitic acid,Myristic acid
IK_TUNFSRHWOTWDNC-UHFFFAOYSA-N,IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,1.0204081632653061,Myristic acid,Palmitic acid
IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,IK_POULHZVOKOAJMA-UHFFFAOYSA-N,1.0204081632653061,Palmitic acid,lauric acid
IK_POULHZVOKOAJMA-UHFFFAOYSA-N,IK_GHVNFZFCNZKVNT-UHFFFAOYSA-N,1.0204081632653061,lauric acid,Capric acid
IK_GHVNFZFCNZKVNT-UHFFFAOYSA-N,IK_WWZKQHOCKIZLMA-UHFFFAOYSA-N,1.0204081632653061,Capric acid,Caprylic acid
IK_POULHZVOKOAJMA-UHFFFAOYSA-N,IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,1.0204081632653061,lauric acid,Palmitic acid
IK_WWZKQHOCKIZLMA-UHFFFAOYSA-N,IK_GHVNFZFCNZKVNT-UHFFFAOYSA-N,1.0204081632653061,Caprylic acid,Capric acid
IK_GHVNFZFCNZKVNT-UHFFFAOYSA-N,IK_TUNFSRHWOTWDNC-UHFFFAOYSA-N,1.0204081632653061,Capric acid,Myristic acid
IK_TUNFSRHWOTWDNC-UHFFFAOYSA-N,IK_GHVNFZFCNZKVNT-UHFFFAOYSA-N,1.0204081632653061,Myristic acid,Capric acid
IK_WWZKQHOCKIZLMA-UHFFFAOYSA-N,IK_TUNFSRHWOTWDNC-UHFFFAOYSA-N,1.0204081632653061,Caprylic acid,Myristic acid
IK_GHVNFZFCNZKVNT-UHFFFAOYSA-N,IK_POULHZVOKOAJMA-UHFFFAOYSA-N,1.0204081632653061,Capric acid,lauric acid
IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,IK_GHVNFZFCNZKVNT-UHFFFAOYSA-N,1.0204081632653061,Palmitic acid,Capric acid
IK_GHVNFZFCNZKVNT-UHFFFAOYSA-N,IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,1.0204081632653061,Capric acid,Palmitic acid
IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,IK_WWZKQHOCKIZLMA-UHFFFAOYSA-N,1.0204081632653061,Palmitic acid,Caprylic acid
IK_WWZKQHOCKIZLMA-UHFFFAOYSA-N,IK_POULHZVOKOAJMA-UHFFFAOYSA-N,1.0204081632653061,Caprylic acid,lauric acid
IK_POULHZVOKOAJMA-UHFFFAOYSA-N,IK_TUNFSRHWOTWDNC-UHFFFAOYSA-N,1.0204081632653061,lauric acid,Myristic acid
IK_MTCFGRXMJLQNBG-UHFFFAOYNA-N,IK_MTCFGRXMJLQNBG-REOHCLBHSA-N,1.0192231215799261,Serine,L-Serine
IK_MTCFGRXMJLQNBG-REOHCLBHSA-N,IK_MTCFGRXMJLQNBG-UHFFFAOYNA-N,1.0192231215799261,L-Serine,Serine
IK_WQZGKKKJIJFFOK-SVZMEOIVSA-N,IK_WQZGKKKJIJFFOK-GASJEMHNSA-N,1.0182644628099173,D-Galactose,glucose
IK_WQZGKKKJIJFFOK-GASJEMHNSA-N,IK_WQZGKKKJIJFFOK-SVZMEOIVSA-N,1.0182644628099173,glucose,D-Galactose
IK_JVTAAEKCZFNVCJ-UWTATZPHSA-N,IK_JVTAAEKCZFNVCJ-UHFFFAOYSA-N,1.0123456790123457,D-Lactic acid,Lactic acid
IK_JVTAAEKCZFNVCJ-UHFFFAOYSA-N,IK_JVTAAEKCZFNVCJ-UWTATZPHSA-N,1.0123456790123457,Lactic acid,D-Lactic acid
IK_AGPKZVBTJJNPAG-WHFBIAKZSA-N,IK_AGPKZVBTJJNPAG-UHFFFAOYNA-N,1.012046485260771,L-Isoleucine,Isoleucine
IK_AGPKZVBTJJNPAG-UHFFFAOYNA-N,IK_AGPKZVBTJJNPAG-WHFBIAKZSA-N,1.012046485260771,Isoleucine,L-Isoleucine
IK_MTCFGRXMJLQNBG-UWTATZPHSA-N,IK_MTCFGRXMJLQNBG-REOHCLBHSA-N,1.0090105601469237,D-serine,L-Serine
IK_MTCFGRXMJLQNBG-REOHCLBHSA-N,IK_MTCFGRXMJLQNBG-UWTATZPHSA-N,1.0090105601469237,L-Serine,D-serine
IK_QIQXTHQIDYTFRH-UHFFFAOYSA-N,IK_VKOBVWXKNCXXDE-UHFFFAOYSA-N,1.0082644628099173,Stearic acid,arachidic acid
IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,IK_VKOBVWXKNCXXDE-UHFFFAOYSA-N,1.0082644628099173,Palmitic acid,arachidic acid
IK_VKOBVWXKNCXXDE-UHFFFAOYSA-N,IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,1.0082644628099173,arachidic acid,Palmitic acid
IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,IK_QIQXTHQIDYTFRH-UHFFFAOYSA-N,1.0082644628099173,Palmitic acid,Stearic acid
IK_VKOBVWXKNCXXDE-UHFFFAOYSA-N,IK_QIQXTHQIDYTFRH-UHFFFAOYSA-N,1.0082644628099173,arachidic acid,Stearic acid
IK_QIQXTHQIDYTFRH-UHFFFAOYSA-N,IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,1.0082644628099173,Stearic acid,Palmitic acid
IK_AYFVYJQAPQTCCC-GBXIJSLDSA-N,IK_AYFVYJQAPQTCCC-UHFFFAOYNA-N,1.0071681565188058,L-Threonine,Threonine
IK_AYFVYJQAPQTCCC-UHFFFAOYNA-N,IK_AYFVYJQAPQTCCC-GBXIJSLDSA-N,1.0071681565188058,Threonine,L-Threonine
IK_HXEACLLIILLPRG-UHFFFAOYSA-N,IK_HXEACLLIILLPRG-YFKPBYRVSA-N,1.0051020408163265,Pipecolic acid,L-Pipecolic acid
IK_HXEACLLIILLPRG-YFKPBYRVSA-N,IK_HXEACLLIILLPRG-UHFFFAOYSA-N,1.0051020408163265,L-Pipecolic acid,Pipecolic acid
IK_GHCZAUBVMUEKKP-PNNZQWTHSA-N,IK_GHCZAUBVMUEKKP-GYPHWSFCSA-N,1.0030864197530864,chenodeoxycholic acid glycine conjugate,glycochenodeoxycholic acid
IK_GHCZAUBVMUEKKP-GYPHWSFCSA-N,IK_GHCZAUBVMUEKKP-PNNZQWTHSA-N,1.0030864197530864,glycochenodeoxycholic acid,chenodeoxycholic acid glycine conjugate
IK_YGPSJZOEDVAXAB-UHFFFAOYSA-N,IK_YGPSJZOEDVAXAB-QMMMGPOBSA-N,1.002770083102493,Kynurenine,L-Kynurenine
IK_YGPSJZOEDVAXAB-QMMMGPOBSA-N,IK_YGPSJZOEDVAXAB-UHFFFAOYSA-N,1.002770083102493,L-Kynurenine,Kynurenine
IK_ONIBWKKTOPOVIA-BYPYZUCNSA-N,IK_ONIBWKKTOPOVIA-UHFFFAOYNA-N,1.0014792899408285,L-Proline,Proline
IK_ONIBWKKTOPOVIA-UHFFFAOYNA-N,IK_ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.0014792899408285,Proline,L-Proline
IK_GPWHCUUIQMGELX-VHQDNGOZSA-N,IK_GIPZQCAVEQRWOM-IKJFKDIMSA-N,1.0004179373351563,PC 32:2,PC aa C38:1
IK_ATHVAWFAEPLPPQ-VRDBWYNSSA-N,IK_GPWHCUUIQMGELX-VHQDNGOZSA-N,1.0004179373351563,PC 36:1,PC 32:2
IK_FHUAYOMRHXZKHT-JUGJLYODSA-N,IK_DPEYXLDDNACOGV-ANVMUZGGSA-N,1.0004179373351563,PC 40:4,"PC(18:1(11Z)/18:3(9Z,12Z,15Z))"
IK_DPEYXLDDNACOGV-ANVMUZGGSA-N,IK_FHUAYOMRHXZKHT-JUGJLYODSA-N,1.0004179373351563,"PC(18:1(11Z)/18:3(9Z,12Z,15Z))",PC 40:4
IK_GIPZQCAVEQRWOM-IKJFKDIMSA-N,IK_GPWHCUUIQMGELX-VHQDNGOZSA-N,1.0004179373351563,PC aa C38:1,PC 32:2
IK_GPWHCUUIQMGELX-VHQDNGOZSA-N,IK_IPMVHVDAYPUFKH-WYRBGLKBSA-N,1.0004179373351563,PC 32:2,PC(16:1(9Z)/16:0)
IK_FHUAYOMRHXZKHT-JUGJLYODSA-N,IK_JAVWFBAAZSHHAD-HCYAGMRRSA-N,1.0004179373351563,PC 40:4,"PC(16:0/20:4(8Z,11Z,14Z,17Z))"
IK_GPWHCUUIQMGELX-VHQDNGOZSA-N,IK_AEAMHDRXCYEOCU-HTDYWKJCSA-N,1.0004179373351563,PC 32:2,PC(18:0/18:1(11Z))
IK_AEAMHDRXCYEOCU-HTDYWKJCSA-N,IK_GPWHCUUIQMGELX-VHQDNGOZSA-N,1.0004179373351563,PC(18:0/18:1(11Z)),PC 32:2
IK_CEJUIQBITPKHHY-OWEZASBCSA-N,IK_FHUAYOMRHXZKHT-JUGJLYODSA-N,1.0004179373351563,"PC(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",PC 40:4
IK_FHUAYOMRHXZKHT-JUGJLYODSA-N,IK_CEJUIQBITPKHHY-OWEZASBCSA-N,1.0004179373351563,PC 40:4,"PC(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z))"
IK_FHUAYOMRHXZKHT-JUGJLYODSA-N,IK_FBCNXALHPSQUQY-WKABSKOFSA-N,1.0004179373351563,PC 40:4,"PC(20:4(8Z,11Z,14Z,17Z)/18:0)"
IK_FBCNXALHPSQUQY-WKABSKOFSA-N,IK_FHUAYOMRHXZKHT-JUGJLYODSA-N,1.0004179373351563,"PC(20:4(8Z,11Z,14Z,17Z)/18:0)",PC 40:4
IK_GPWHCUUIQMGELX-VHQDNGOZSA-N,IK_ATHVAWFAEPLPPQ-VRDBWYNSSA-N,1.0004179373351563,PC 32:2,PC 36:1
IK_IPMVHVDAYPUFKH-WYRBGLKBSA-N,IK_GPWHCUUIQMGELX-VHQDNGOZSA-N,1.0004179373351563,PC(16:1(9Z)/16:0),PC 32:2
IK_JAVWFBAAZSHHAD-HCYAGMRRSA-N,IK_FHUAYOMRHXZKHT-JUGJLYODSA-N,1.0004179373351563,"PC(16:0/20:4(8Z,11Z,14Z,17Z))",PC 40:4
IK_YYQVCMMXPIJVHY-ZOIJLGJPSA-N,IK_YMGXOQLWSYJFSD-FALRGZJFSA-N,1.0002600241580417,LPC 20:2,"LysoPC(22:2(13Z,16Z)/0:0)"
IK_YMGXOQLWSYJFSD-FALRGZJFSA-N,IK_YYQVCMMXPIJVHY-ZOIJLGJPSA-N,1.0002600241580417,"LysoPC(22:2(13Z,16Z)/0:0)",LPC 20:2
IK_GOMVPVRDBLLHQC-VEJNOCSESA-N,IK_BIEOSECQPGGZMF-NAIWXXGBSA-N,1.0000233377675092,LPC 20:4,PC(22:5/0:0)
IK_QIBZFHLFHCIUOT-NPBIGWJUSA-N,IK_GPWHCUUIQMGELX-VHQDNGOZSA-N,1.0000233377675092,PC 32:1,PC 32:2
IK_SRRQPVVYXBTRQK-UHFFFAOYSA-N,IK_WYIMORDZGCUBAA-UHFFFAOYSA-N,1.0000233377675092,LPC 17:0,LPC 19:0
IK_GPWHCUUIQMGELX-VHQDNGOZSA-N,IK_QIBZFHLFHCIUOT-NPBIGWJUSA-N,1.0000233377675092,PC 32:2,PC 32:1
IK_YDNKGFDKKRUKPY-TURZORIXSA-N,IK_ZQRJDNRTBNYEER-NWBJSICCSA-N,1.0000233377675092,C16-Ceramide,Cer-NS d39:1
IK_IHNKQIMGVNPMTC-UHFFFAOYSA-N,IK_SRRQPVVYXBTRQK-UHFFFAOYSA-N,1.0000233377675092,2-Lysophosphatidylcholine,LPC 17:0
IK_ASWBNKHCZGQVJV-HSZRJFAPSA-N,IK_SRRQPVVYXBTRQK-UHFFFAOYSA-N,1.0000233377675092,LysoPC(16:0),LPC 17:0
IK_GOMVPVRDBLLHQC-VEJNOCSESA-N,IK_PZHOVOCGVTXFSM-DOFZRALJSA-N,1.0000233377675092,LPC 20:4,LPC 42:4
IK_ZQRJDNRTBNYEER-NWBJSICCSA-N,IK_YDNKGFDKKRUKPY-TURZORIXSA-N,1.0000233377675092,Cer-NS d39:1,C16-Ceramide
IK_PZHOVOCGVTXFSM-DOFZRALJSA-N,IK_GOMVPVRDBLLHQC-VEJNOCSESA-N,1.0000233377675092,LPC 42:4,LPC 20:4
IK_WYIMORDZGCUBAA-UHFFFAOYSA-N,IK_SRRQPVVYXBTRQK-UHFFFAOYSA-N,1.0000233377675092,LPC 19:0,LPC 17:0
IK_SRRQPVVYXBTRQK-UHFFFAOYSA-N,IK_ASWBNKHCZGQVJV-HSZRJFAPSA-N,1.0000233377675092,LPC 17:0,LysoPC(16:0)
IK_IHNKQIMGVNPMTC-RUZDIDTESA-N,IK_SRRQPVVYXBTRQK-UHFFFAOYSA-N,1.0000233377675092,PC(18:0/0:0),LPC 17:0
IK_SRRQPVVYXBTRQK-UHFFFAOYSA-N,IK_IHNKQIMGVNPMTC-UHFFFAOYSA-N,1.0000233377675092,LPC 17:0,2-Lysophosphatidylcholine
IK_SRRQPVVYXBTRQK-UHFFFAOYSA-N,IK_IHNKQIMGVNPMTC-RUZDIDTESA-N,1.0000233377675092,LPC 17:0,PC(18:0/0:0)
IK_BIEOSECQPGGZMF-NAIWXXGBSA-N,IK_GOMVPVRDBLLHQC-VEJNOCSESA-N,1.0000233377675092,PC(22:5/0:0),LPC 20:4
IK_POULHZVOKOAJMA-UHFFFAOYSA-N,IK_XMHIUKTWLZUKEX-UHFFFAOYSA-N,1.0,lauric acid,C26:0 ceramide
IK_RJZVWDTYEWCUAR-JOCHJYFZSA-N,IK_SRRQPVVYXBTRQK-XMMPIXPASA-N,1.0,LPC 15:0,PC(17:0/0:0)
IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,IK_SZHOJFHSIKHZHA-UHFFFAOYSA-N,1.0,Palmitic acid,Tridecanoic acid
IK_YYQVCMMXPIJVHY-ZOIJLGJPSA-N,IK_SPJFYYJXNPEZDW-FTJOPAKQSA-N,1.0,LPC 20:2,LysoPC(18:2)
IK_SPJFYYJXNPEZDW-FTJOPAKQSA-N,IK_FKSLBYVOWOXWMB-YTBCMDLOSA-N,1.0,LysoPC(18:2),1-Linoleoyl-sn-Glycero-3-Phosphocholine
IK_POULHZVOKOAJMA-UHFFFAOYSA-N,IK_XEZVDURJDFGERA-UHFFFAOYSA-N,1.0,lauric acid,FA 23:0
IK_VXUOFDJKYGDUJI-OAQYLSRUSA-N,IK_WYIMORDZGCUBAA-AREMUKBSSA-N,1.0,LPC 14:0,LPC 19:0-SN1
IK_VXUOFDJKYGDUJI-OAQYLSRUSA-N,IK_WYIMORDZGCUBAA-UHFFFAOYSA-N,1.0,LPC 14:0,LPC 19:0
IK_KDEYEEYMIPNKIJ-OGIIFMLESA-N,IK_HLIJNIKSBCIDGO-QKLMXXKVSA-N,1.0,C24:0 lactosylceramide,C16:0 lactosylceramide
IK_GPWHCUUIQMGELX-VHQDNGOZSA-N,IK_RRVPPYNAZJRZFR-VYOBOKEXSA-N,1.0,PC 32:2,GPCho(18:1/16:0)
IK_TUNFSRHWOTWDNC-UHFFFAOYSA-N,IK_ISYWECDDZWTKFF-UHFFFAOYSA-N,1.0,Myristic acid,Nonadecanoic acid
IK_RJZVWDTYEWCUAR-JOCHJYFZSA-N,IK_SRRQPVVYXBTRQK-UHFFFAOYSA-N,1.0,LPC 15:0,LPC 17:0
IK_FHUAYOMRHXZKHT-JUGJLYODSA-N,IK_MAAMGQXOTCBPFS-JPGWWKBXSA-N,1.0,PC 40:4,"PC(18:0/22:5(7Z,10Z,13Z,16Z,19Z))"
IK_JPIJQSOTBSSVTP-GBXIJSLDSA-N,IK_JPIJQSOTBSSVTP-UHFFFAOYSA-N,1.0,isothreonic acid,"2,3,4-Trihydroxybutanoic acid"
IK_VYYVPZRIOGLZOD-DOFZRALJSA-N,IK_GOMVPVRDBLLHQC-VEJNOCSESA-N,1.0,LPC 40:4,LPC 20:4
IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,IK_UKMSUNONTOPOIO-UHFFFAOYSA-N,1.0,Palmitic acid,Behenic acid
IK_VXUOFDJKYGDUJI-OAQYLSRUSA-N,IK_WSDKRPCAPHRNNZ-MGBGTMOVSA-N,1.0,LPC 14:0,lysoPC a C26:0
IK_XMHIUKTWLZUKEX-UHFFFAOYSA-N,IK_GHVNFZFCNZKVNT-UHFFFAOYSA-N,1.0,C26:0 ceramide,Capric acid
IK_XMHIUKTWLZUKEX-UHFFFAOYSA-N,IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,1.0,C26:0 ceramide,Palmitic acid
IK_GUBGYTABKSRVRQ-QKKXKWKRSA-N,IK_GUBGYTABKSRVRQ-CUHNMECISA-N,1.0,lactose,Cellobiose
IK_XMHIUKTWLZUKEX-UHFFFAOYSA-N,IK_ISYWECDDZWTKFF-UHFFFAOYSA-N,1.0,C26:0 ceramide,Nonadecanoic acid
IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,IK_XMHIUKTWLZUKEX-UHFFFAOYSA-N,1.0,Palmitic acid,C26:0 ceramide
IK_XMHIUKTWLZUKEX-UHFFFAOYSA-N,IK_POULHZVOKOAJMA-UHFFFAOYSA-N,1.0,C26:0 ceramide,lauric acid
IK_VXUOFDJKYGDUJI-OAQYLSRUSA-N,IK_VPAMUPUPKCTFGJ-PGUFJCEWSA-N,1.0,LPC 14:0,lysoPC a C28:0
IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,IK_XEZVDURJDFGERA-UHFFFAOYSA-N,1.0,Palmitic acid,FA 23:0
IK_AHLPHDHHMVZTML-UHFFFAOYSA-N,IK_AHLPHDHHMVZTML-SCSAIBSYSA-N,1.0,Ornithine,D-Ornithine
IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,IK_WQEPLUUGTLDZJY-UHFFFAOYSA-N,1.0,Palmitic acid,Pentadecanoic acid
IK_GUBGYTABKSRVRQ-CUHNMECISA-N,IK_GUBGYTABKSRVRQ-QKKXKWKRSA-N,1.0,Cellobiose,lactose
IK_XMHIUKTWLZUKEX-UHFFFAOYSA-N,IK_QIQXTHQIDYTFRH-UHFFFAOYSA-N,1.0,C26:0 ceramide,Stearic acid
IK_XMHIUKTWLZUKEX-UHFFFAOYSA-N,IK_WWZKQHOCKIZLMA-UHFFFAOYSA-N,1.0,C26:0 ceramide,Caprylic acid
IK_ODHCTXKNWHHXJC-GSVOUGTGSA-N,IK_ODHCTXKNWHHXJC-VKHMYHEASA-N,1.0,(R)-(+)-2-Pyrrolidone-5-carboxylic acid,L-Pyroglutamic acid
IK_SPJFYYJXNPEZDW-FTJOPAKQSA-N,IK_YMGXOQLWSYJFSD-FALRGZJFSA-N,1.0,LysoPC(18:2),"LysoPC(22:2(13Z,16Z)/0:0)"
IK_SZHOJFHSIKHZHA-UHFFFAOYSA-N,IK_GHVNFZFCNZKVNT-UHFFFAOYSA-N,1.0,Tridecanoic acid,Capric acid
IK_TUNFSRHWOTWDNC-UHFFFAOYSA-N,IK_QIQXTHQIDYTFRH-UHFFFAOYSA-N,1.0,Myristic acid,Stearic acid
IK_SZHOJFHSIKHZHA-UHFFFAOYSA-N,IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,1.0,Tridecanoic acid,Palmitic acid
IK_SZHOJFHSIKHZHA-UHFFFAOYSA-N,IK_ISYWECDDZWTKFF-UHFFFAOYSA-N,1.0,Tridecanoic acid,Nonadecanoic acid
IK_ODHCTXKNWHHXJC-VKHMYHEASA-N,IK_ODHCTXKNWHHXJC-GSVOUGTGSA-N,1.0,L-Pyroglutamic acid,(R)-(+)-2-Pyrrolidone-5-carboxylic acid
IK_SZHOJFHSIKHZHA-UHFFFAOYSA-N,IK_POULHZVOKOAJMA-UHFFFAOYSA-N,1.0,Tridecanoic acid,lauric acid
IK_SZHOJFHSIKHZHA-UHFFFAOYSA-N,IK_QIQXTHQIDYTFRH-UHFFFAOYSA-N,1.0,Tridecanoic acid,Stearic acid
IK_SZHOJFHSIKHZHA-UHFFFAOYSA-N,IK_WWZKQHOCKIZLMA-UHFFFAOYSA-N,1.0,Tridecanoic acid,Caprylic acid
IK_SPJFYYJXNPEZDW-FTJOPAKQSA-N,IK_WJQPVPNICDCELH-IHDWIWDKSA-N,1.0,LysoPC(18:2),LPC 42:3
IK_POULHZVOKOAJMA-UHFFFAOYSA-N,IK_FBUKVWPVBMHYJY-UHFFFAOYSA-N,1.0,lauric acid,Nonanoic acid
IK_RJZVWDTYEWCUAR-JOCHJYFZSA-N,IK_UATOAILWGVYRQS-HHHXNRCGSA-N,1.0,LPC 15:0,PC(20:0/0:0)
IK_VZCYOOQTPOCHFL-OWOJBTEDSA-N,IK_VZCYOOQTPOCHFL-UPHRSURJSA-N,1.0,fumaric acid,Maleic Acid
IK_UATOAILWGVYRQS-HHHXNRCGSA-N,IK_VXUOFDJKYGDUJI-OAQYLSRUSA-N,1.0,PC(20:0/0:0),LPC 14:0
IK_FKSLBYVOWOXWMB-YTBCMDLOSA-N,IK_SPJFYYJXNPEZDW-FTJOPAKQSA-N,1.0,1-Linoleoyl-sn-Glycero-3-Phosphocholine,LysoPC(18:2)
IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,IK_KEMQGTRYUADPNZ-UHFFFAOYSA-N,1.0,Palmitic acid,FA 17:0
IK_RJZVWDTYEWCUAR-JOCHJYFZSA-N,IK_WSDKRPCAPHRNNZ-MGBGTMOVSA-N,1.0,LPC 15:0,lysoPC a C26:0
IK_POULHZVOKOAJMA-UHFFFAOYSA-N,IK_QIQXTHQIDYTFRH-UHFFFAOYSA-N,1.0,lauric acid,Stearic acid
IK_RJZVWDTYEWCUAR-JOCHJYFZSA-N,IK_WYIMORDZGCUBAA-AREMUKBSSA-N,1.0,LPC 15:0,LPC 19:0-SN1
IK_FHUAYOMRHXZKHT-JUGJLYODSA-N,IK_ZSYMQFVRTIVMFA-JAHIUHDMSA-N,1.0,PC 40:4,GPCho(20:4/14:0)
IK_POULHZVOKOAJMA-UHFFFAOYSA-N,IK_QZZGJDVWLFXDLK-UHFFFAOYSA-N,1.0,lauric acid,C24:0 ceramide
IK_FHUAYOMRHXZKHT-JUGJLYODSA-N,IK_YWDDIWXKFJEMKF-JTZVLWBESA-N,1.0,PC 40:4,PC 34:4
IK_FHUAYOMRHXZKHT-JUGJLYODSA-N,IK_RAPKGPDUGWBPHR-QWFQJEORSA-N,1.0,PC 40:4,"PC(18:3(9Z,12Z,15Z)/16:0)"
IK_VZCYOOQTPOCHFL-UPHRSURJSA-N,IK_VZCYOOQTPOCHFL-OWOJBTEDSA-N,1.0,Maleic Acid,fumaric acid
IK_YAMUFBLWGFFICM-PTGWMXDISA-N,IK_XBGIMYLOTRDXPK-AGXIJRPPSA-N,1.0,LPC 18:1,PC(17:1/0:0)
IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,IK_QZZGJDVWLFXDLK-UHFFFAOYSA-N,1.0,Palmitic acid,C24:0 ceramide
IK_POULHZVOKOAJMA-UHFFFAOYSA-N,IK_UKMSUNONTOPOIO-UHFFFAOYSA-N,1.0,lauric acid,Behenic acid
IK_RRVPPYNAZJRZFR-VYOBOKEXSA-N,IK_GPWHCUUIQMGELX-VHQDNGOZSA-N,1.0,GPCho(18:1/16:0),PC 32:2
IK_YAMUFBLWGFFICM-PTGWMXDISA-N,IK_YYSFWGQAKJTHRE-MEOKJUQFSA-N,1.0,LPC 18:1,LPC 20:1
IK_FHUAYOMRHXZKHT-JUGJLYODSA-N,IK_WZCLAXMADUBPSG-RIXBAXMTSA-N,1.0,PC 40:4,"PC(18:0/18:3(9Z,12Z,15Z))"
IK_POULHZVOKOAJMA-UHFFFAOYSA-N,IK_SZHOJFHSIKHZHA-UHFFFAOYSA-N,1.0,lauric acid,Tridecanoic acid
IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N,IK_ISYWECDDZWTKFF-UHFFFAOYSA-N,1.0,Palmitic acid,Nonadecanoic acid
IK_UATOAILWGVYRQS-UHFFFAOYSA-N,IK_RJZVWDTYEWCUAR-JOCHJYFZSA-N,1.0,LPC 20:0,LPC 15:0
IK_UATOAILWGVYRQS-UHFFFAOYSA-N,IK_VXUOFDJKYGDUJI-OAQYLSRUSA-N,1.0,LPC 20:0,LPC 14:0
IK_FHUAYOMRHXZKHT-JUGJLYODSA-N,IK_WAZYDHAWJWFGBD-LMJTUUMUSA-N,1.0,PC 40:4,"PC(18:3(9Z,12Z,15Z)/20:1(11Z))"
IK_YYQVCMMXPIJVHY-ZOIJLGJPSA-N,IK_WJQPVPNICDCELH-IHDWIWDKSA-N,1.0,LPC 20:2,LPC 42:3
IK_UATOAILWGVYRQS-UHFFFAOYSA-N,IK_SRRQPVVYXBTRQK-UHFFFAOYSA-N,1.0,LPC 20:0,LPC 17:0
IK_POULHZVOKOAJMA-UHFFFAOYSA-N,IK_KEMQGTRYUADPNZ-UHFFFAOYSA-N,1.0,lauric acid,FA 17:0
IK_FKSLBYVOWOXWMB-YTBCMDLOSA-N,IK_YYQVCMMXPIJVHY-ZOIJLGJPSA-N,1.0,1-Linoleoyl-sn-Glycero-3-Phosphocholine,LPC 20:2
IK_AYFVYJQAPQTCCC-HRFVKAFMSA-N,IK_AYFVYJQAPQTCCC-GBXIJSLDSA-N,1.0,L-Allothreonine,L-Threonine
IK_POULHZVOKOAJMA-UHFFFAOYSA-N,IK_ISYWECDDZWTKFF-UHFFFAOYSA-N,1.0,lauric acid,Nonadecanoic acid
IK_RJZVWDTYEWCUAR-JOCHJYFZSA-N,IK_UATOAILWGVYRQS-UHFFFAOYSA-N,1.0,LPC 15:0,LPC 20:0
IK_WBOMIOWRFSPZMC-AYICAFKVSA-N,IK_HTZINLFNXLXRBC-CQLBIITFSA-N,1.0,LysoPC(P-18:0/0:0),PC(P-16:0/0:0)
IK_RJZVWDTYEWCUAR-JOCHJYFZSA-N,IK_VPAMUPUPKCTFGJ-PGUFJCEWSA-N,1.0,LPC 15:0,lysoPC a C28:0
IK_POULHZVOKOAJMA-UHFFFAOYSA-N,IK_CKDDRHZIAZRDBW-UHFFFAOYSA-N,1.0,lauric acid,FA 21:0
IK_YAMUFBLWGFFICM-PTGWMXDISA-N,IK_LFUDDCMNKWEORN-ZXEGGCGDSA-N,1.0,LPC 18:1,LPC 16:1
IK_UATOAILWGVYRQS-UHFFFAOYSA-N,IK_SRRQPVVYXBTRQK-XMMPIXPASA-N,1.0,LPC 20:0,PC(17:0/0:0)
