"from","to","weight"
"IK_YTBSYETUWUMLBZ-IUYQGCFVSA-N","UNKNOWN_ROW__35829770__unknown_327",0.0123456790123457
"IK_YTPRLBGPGZHUPD-SSDOTTSWSA-N","NO_INCHIKEY__13 carbon fatty acid",0.00277008310249307
"IK_YTPRLBGPGZHUPD-SSDOTTSWSA-N","UNKNOWN_ROW__35829770__unknown_317",0.00277008310249307
"IK_YTPRLBGPGZHUPD-SSDOTTSWSA-N","UNKNOWN_ROW__35829770__unknown_388",0.00277008310249307
"IK_YUFFSWGQGVEMMI-JLNKQSITSA-N","IK_YUFFSWGQGVEMMI-RCHUDCCISA-N",0.00308641975308642
"IK_YUFFSWGQGVEMMI-JLNKQSITSA-N","UNKNOWN_ROW__24167579__unknown_103",0.00308641975308642
"IK_YUFFSWGQGVEMMI-JLNKQSITSA-N","UNKNOWN_ROW__24167579__unknown_54",0.00308641975308642
"IK_YUFFSWGQGVEMMI-JLNKQSITSA-N","UNKNOWN_ROW__24167579__unknown_55",0.00308641975308642
"IK_YUFFSWGQGVEMMI-RCHUDCCISA-N","UNKNOWN_ROW__24167579__unknown_103",0.00308641975308642
"IK_YUFFSWGQGVEMMI-RCHUDCCISA-N","UNKNOWN_ROW__24167579__unknown_54",0.00308641975308642
"IK_YUFFSWGQGVEMMI-RCHUDCCISA-N","UNKNOWN_ROW__24167579__unknown_55",0.00308641975308642
"IK_YUPCLHHTUNDMAN-UHFFFAOYSA-N","IK_YZXBAPSDXZZRGB-DOFZRALJSA-N",0.00826446280991736
"IK_YVPPHAUZYVAQNM-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_249",0.00390625
"IK_YVPPHAUZYVAQNM-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_299",0.00390625
"IK_YVPPHAUZYVAQNM-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_306",0.00390625
"IK_YVPPHAUZYVAQNM-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_366",0.00390625
"IK_YVPPHAUZYVAQNM-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_421",0.00390625
"IK_YWDDIWXKFJEMKF-JTZVLWBESA-N","IK_ZSYMQFVRTIVMFA-JAHIUHDMSA-N",0.111111111111111
"IK_YWWVWXASSLXJHU-WAYWQWQTSA-N","NO_INCHIKEY__aromatic phytochemical",0.0025
"IK_YWWVWXASSLXJHU-WAYWQWQTSA-N","UNKNOWN_ROW__24167579__unknown_37",0.0025
"IK_YWWVWXASSLXJHU-WAYWQWQTSA-N","UNKNOWN_ROW__24167579__unknown_87",0.0025
"IK_YWWVWXASSLXJHU-WAYWQWQTSA-N","UNKNOWN_ROW__35829770__unknown_287",0.0025
"IK_YWWVWXASSLXJHU-WAYWQWQTSA-N","UNKNOWN_ROW__35829770__unknown_438",0.0025
"IK_YWZAPMXAANPWLC-DCAQKATOSA-N","IK_ZIBGPFATKBEMQZ-UHFFFAOYSA-N",0.0204081632653061
"IK_YXIWHUQXZSMYRE-UHFFFAOYSA-N","IK_ZDHCVQNIRWDINX-UHFFFAOYSA-N",0.04
"IK_YXIWHUQXZSMYRE-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_267",0.04
"IK_YYIUHLPAZILPSG-SMILAEQMSA-N","UNKNOWN_ROW__35829770__unknown_218",0.01
"IK_YYMCYJLIYNNOMK-UHFFFAOYSA-N","IK_ZZCHHVUQYRMYLW-HKBQPEDESA-N",0.01
"IK_YYMCYJLIYNNOMK-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_93",0.01
"IK_YYMCYJLIYNNOMK-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_433",0.01
"IK_YYSFWGQAKJTHRE-MEOKJUQFSA-N","UNKNOWN_ROW__24167579__unknown_176",0.04
"IK_YYZUSRORWSJGET-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_254",0.00444444444444444
"IK_YYZUSRORWSJGET-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_319",0.00444444444444444
"IK_YZNNBIPIQWYLDM-HSUXUTPPSA-N","UNKNOWN_ROW__35829770__unknown_271",0.0277777777777778
"IK_YZNNBIPIQWYLDM-HSUXUTPPSA-N","UNKNOWN_ROW__35829770__unknown_389",0.0277777777777778
"IK_YZNNBIPIQWYLDM-HSUXUTPPSA-N","UNKNOWN_ROW__35829770__unknown_460",0.0277777777777778
"IK_ZAFDCAVLVDWCPI-UHFFFAOYSA-N","IK_ZCSFFBZXCQGHRG-UHFFFAOYSA-N",0.00694444444444444
"IK_ZBCATMYQYDCTIZ-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_228",0.0277777777777778
"IK_ZBCATMYQYDCTIZ-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_238",0.0277777777777778
"IK_ZBHYMNYETSSWIX-RMKNXTFCSA-N","NO_INCHIKEY__tripeptide cys cys cys",0.0204081632653061
"IK_ZBOQHUSCQCEBGK-JLRCLJKCSA-N","IK_ZOJBSSVHFSBHMP-JJJSWPRASA-N",0.25
"IK_ZBSGKPYXQINNGF-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_250",0.0025
"IK_ZBSGKPYXQINNGF-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_261",0.0025
"IK_ZBSGKPYXQINNGF-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_264",0.0025
"IK_ZBSGKPYXQINNGF-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_308",0.0025
"IK_ZBSGKPYXQINNGF-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_311",0.0025
"IK_ZBSGKPYXQINNGF-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_358",0.0025
"IK_ZBSGKPYXQINNGF-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_376",0.0025
"IK_ZBSGKPYXQINNGF-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_408",0.0025
"IK_ZBXYMKUZCWCGPC-BDWKERMESA-N","IK_ZXVONLUNISGICL-UHFFFAOYSA-N",0.00510204081632653
"IK_ZBXYMKUZCWCGPC-BDWKERMESA-N","UNKNOWN_ROW__35829770__unknown_309",0.00510204081632653
"IK_ZCDKJIRLFSPIQI-QPJJXVBHSA-N","UNKNOWN_ROW__24167579__unknown_48",0.0025
"IK_ZCDKJIRLFSPIQI-QPJJXVBHSA-N","UNKNOWN_ROW__24167579__unknown_49",0.0025
"IK_ZCXGMSGCBDSEOY-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_32",0.0204081632653061
"IK_ZCXGMSGCBDSEOY-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_33",0.0204081632653061
"IK_ZCXGMSGCBDSEOY-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_362",0.0204081632653061
"IK_ZCXGMSGCBDSEOY-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_414",0.0204081632653061
"IK_ZDHCVQNIRWDINX-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_267",0.04
"IK_ZDHRSPRSUBAAIO-FNORWQNLSA-N","NO_INCHIKEY__glu trp",0.04
"IK_ZDXMLEQEMNLCQG-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_107",0.01
"IK_ZDXPYRJPNDTMRX-GSVOUGTGSA-N","UNKNOWN_ROW__35829770__unknown_230",0.015625
"IK_ZDXPYRJPNDTMRX-GSVOUGTGSA-N","UNKNOWN_ROW__35829770__unknown_357",0.015625
"IK_ZDXPYRJPNDTMRX-VKHMYHEASA-N","UNKNOWN_ROW__35829770__unknown_294",0.00277008310249307
"IK_ZEMGGZBWXRYJHK-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_50",0.01
"IK_ZFFFJLDTCLJDHL-JQYCEVDMSA-N","UNKNOWN_ROW__24167579__unknown_67",0.01
"IK_ZFFFJLDTCLJDHL-JQYCEVDMSA-N","UNKNOWN_ROW__24167579__unknown_68",0.01
"IK_ZFMSMUAANRJZFM-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_456",0.015625
"IK_ZFOZVQLOBQUTQQ-UHFFFAOYSA-N","NO_INCHIKEY__possible flavonoid",0.0277777777777778
"IK_ZFOZVQLOBQUTQQ-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_115",0.0277777777777778
"IK_ZFRKQXVRDFCRJG-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_325",0.0277777777777778
"IK_ZFRKQXVRDFCRJG-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_428",0.0277777777777778
"IK_ZFXYFBGIUFBOJW-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_246",0.00390625
"IK_ZFXYFBGIUFBOJW-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_289",0.00390625
"IK_ZFXYFBGIUFBOJW-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_296",0.00390625
"IK_ZGKDAEWLTNBSEJ-GHMZBOCLSA-N","IK_ZVDPYSVOZFINEE-BQBZGAKWSA-N",0.0123456790123457
"IK_ZGKDAEWLTNBSEJ-GHMZBOCLSA-N","UNKNOWN_ROW__35829770__unknown_369",0.0123456790123457
"IK_ZGXJTSGNIOSYLO-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_315",0.015625
"IK_ZHQJVZLJDXWFFX-RPDRRWSUSA-N","IK_ZYEMKIHYSVDTSN-UHFFFAOYSA-N",0.0123456790123457
"IK_ZHRLECIZINSPKL-AKGZTFGVSA-N","UNKNOWN_ROW__24167579__unknown_53",0.0123456790123457
"IK_ZHTQCPCDXKMMLU-UHFFFAOYSA-N","IK_ZKLLSNQJRLJIGT-UYFOZJQFSA-N",0.00591715976331361
"IK_ZHTQCPCDXKMMLU-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_281",0.00591715976331361
"IK_ZHZKWZJLUNXOSN-LOCIZFEWSA-N","UNKNOWN_ROW__24167579__unknown_60",0.01
"IK_ZHZKWZJLUNXOSN-LOCIZFEWSA-N","UNKNOWN_ROW__35829770__unknown_265",0.01
"IK_ZHZKWZJLUNXOSN-LOCIZFEWSA-N","UNKNOWN_ROW__35829770__unknown_329",0.01
"IK_ZIKZPLSIAVHITA-WNGDLQANSA-N","UNKNOWN_ROW__24167579__unknown_70",0.111111111111111
"IK_ZIWNJZLXPXFNGN-GXTQQWMXSA-N","UNKNOWN_ROW__35829770__unknown_207",0.00694444444444444
"IK_ZIYVHBGGAOATLY-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_9",0.111111111111111
"IK_ZJAZCYLYLVCSNH-JHJVBQTASA-N","IK_ZKRFOXLVOKTUTA-KQYNXXCUSA-N",0.015625
"IK_ZJAZCYLYLVCSNH-JHJVBQTASA-N","UNKNOWN_ROW__35829770__unknown_276",0.015625
"IK_ZJDPLLSGJXQZSR-HMPWLZDGSA-N","IK_ZNJFBWYDHIGLCU-HWKXXFMVSA-N",0.00444444444444444
"IK_ZJDPLLSGJXQZSR-HMPWLZDGSA-N","UNKNOWN_ROW__35829770__unknown_220",0.00444444444444444
"IK_ZJDPLLSGJXQZSR-HMPWLZDGSA-N","UNKNOWN_ROW__35829770__unknown_419",0.00444444444444444
"IK_ZJDPLLSGJXQZSR-HMPWLZDGSA-N","UNKNOWN_ROW__35829770__unknown_422",0.00444444444444444
"IK_ZKLLSNQJRLJIGT-UYFOZJQFSA-N","UNKNOWN_ROW__35829770__unknown_281",0.00591715976331361
"IK_ZKMZBAABQFUXFE-UHFFFAOYSA-O","UNKNOWN_ROW__35829770__unknown_302",0.0204081632653061
"IK_ZKQOUHVVXABNDG-IUCAKERBSA-N","NO_INCHIKEY__mg 10 0 0 0 0 0",0.00206611570247934
"IK_ZKQOUHVVXABNDG-IUCAKERBSA-N","UNKNOWN_ROW__35829770__unknown_199_carbon_number_12_plasma_id_342",0.00206611570247934
"IK_ZKQOUHVVXABNDG-IUCAKERBSA-N","UNKNOWN_ROW__35829770__unknown_323",0.00206611570247934
"IK_ZKQOUHVVXABNDG-IUCAKERBSA-N","UNKNOWN_ROW__35829770__unknown_352",0.00206611570247934
"IK_ZKQOUHVVXABNDG-IUCAKERBSA-N","UNKNOWN_ROW__35829770__unknown_395",0.00206611570247934
"IK_ZKQQJUBGJLUJNT-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_234",0.00444444444444444
"IK_ZKQQJUBGJLUJNT-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_310",0.00444444444444444
"IK_ZKQQJUBGJLUJNT-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_371",0.00444444444444444
"IK_ZKQQJUBGJLUJNT-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_382",0.00444444444444444
"IK_ZKQQJUBGJLUJNT-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_409",0.00444444444444444
"IK_ZKRFOXLVOKTUTA-KQYNXXCUSA-N","UNKNOWN_ROW__35829770__unknown_276",0.015625
"IK_ZKTMLINFIQCERN-QGZVFWFLSA-O","UNKNOWN_ROW__24167579__unknown_106",0.015625
"IK_ZKTMLINFIQCERN-QGZVFWFLSA-O","UNKNOWN_ROW__35829770__unknown_291",0.015625
"IK_ZLBGSRMUSVULIE-GSMJGMFJSA-N","UNKNOWN_ROW__24167579__unknown_187",0.0277777777777778
"IK_ZLBGSRMUSVULIE-GSMJGMFJSA-N","UNKNOWN_ROW__24167579__unknown_188",0.0277777777777778
"IK_ZLBGSRMUSVULIE-GSMJGMFJSA-N","UNKNOWN_ROW__24167579__unknown_189",0.0277777777777778
"IK_ZLBGSRMUSVULIE-GSMJGMFJSA-N","UNKNOWN_ROW__24167579__unknown_190",0.0277777777777778
"IK_ZLBGSRMUSVULIE-GSMJGMFJSA-N","UNKNOWN_ROW__24167579__unknown_191",0.0277777777777778
"IK_ZLCUIOWQYBYEBG-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_338",0.01
"IK_ZLIGRGHTISHYNH-WUXMJOGZSA-N","UNKNOWN_ROW__35829770__unknown_459",0.00591715976331361
"IK_ZMCBYSBVJIMENC-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_213",0.01
"IK_ZMJBYMUCKBYSCP-CVYQJGLWSA-N","UNKNOWN_ROW__35829770__unknown_270",0.0123456790123457
"IK_ZNJFBWYDHIGLCU-HWKXXFMVSA-N","UNKNOWN_ROW__35829770__unknown_220",0.00444444444444444
"IK_ZNJFBWYDHIGLCU-HWKXXFMVSA-N","UNKNOWN_ROW__35829770__unknown_419",0.00444444444444444
"IK_ZNJFBWYDHIGLCU-HWKXXFMVSA-N","UNKNOWN_ROW__35829770__unknown_422",0.00444444444444444
"IK_ZNOLGFHPUIJIMJ-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_80",0.0277777777777778
"IK_ZOJBYZNEUISWFT-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_236",0.00444444444444444
"IK_ZOJBYZNEUISWFT-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_280",0.00444444444444444
"IK_ZOJBYZNEUISWFT-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_384",0.00444444444444444
"IK_ZONSVLURFASOJK-LLAGZRPASA-N","UNKNOWN_ROW__24167579__unknown_58",0.01
"IK_ZOTBXTZVPHCKPN-HTXNQAPBSA-N","UNKNOWN_ROW__24167579__unknown_104",0.00346020761245675
"IK_ZOTBXTZVPHCKPN-HTXNQAPBSA-N","UNKNOWN_ROW__35829770__unknown_399",0.00346020761245675
"IK_ZPVOLGVTNLDBFI-UHFFFAOYSA-N","IK_ZRQXMKMBBMNNQC-UHFFFAOYSA-N",0.00444444444444444
"IK_ZPVOLGVTNLDBFI-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_19",0.00444444444444444
"IK_ZPVOLGVTNLDBFI-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_84",0.00444444444444444
"IK_ZPWVTTHIHKYUQK-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_216",0.00591715976331361
"IK_ZPWVTTHIHKYUQK-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_283",0.00591715976331361
"IK_ZPWVTTHIHKYUQK-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_305",0.00591715976331361
"IK_ZQIULKXWJGSFAC-UHFFFAOYSA-N","NO_INCHIKEY__4 acetyl 2 methoxyphenyl 6 o 6 deoxy l mannopyranosyl d glucopyranoside",0.015625
"IK_ZQIULKXWJGSFAC-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_61",0.015625
"IK_ZRKZFNZPJKEWPC-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_31",0.00694444444444444
"IK_ZRKZFNZPJKEWPC-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_297",0.00694444444444444
"IK_ZRKZFNZPJKEWPC-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_381",0.00694444444444444
"IK_ZRKZFNZPJKEWPC-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_392",0.00694444444444444
"IK_ZRQXMKMBBMNNQC-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_19",0.00444444444444444
"IK_ZRQXMKMBBMNNQC-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_84",0.00444444444444444
"IK_ZSANYRMTSBBUCA-UHFFFAOYSA-N","NO_INCHIKEY__5 hydroxymethyl 4 methoxy 2 5h furanone",0.0277777777777778
"IK_ZSTCZWJCLIRCOJ-DGCLKSJQSA-N","UNKNOWN_ROW__24167579__unknown_42",0.0204081632653061
"IK_ZTQGTBHHQGGBSV-ATVZYYHQSA-N","UNKNOWN_ROW__24167579__unknown_120",0.015625
"IK_ZTQGTBHHQGGBSV-ATVZYYHQSA-N","UNKNOWN_ROW__24167579__unknown_121",0.015625
"IK_ZTQGTBHHQGGBSV-ATVZYYHQSA-N","UNKNOWN_ROW__24167579__unknown_122",0.015625
"IK_ZTQSAGDEMFDKMZ-UHFFFAOYSA-N","IK_ZWEHNKRNPOVVGH-UHFFFAOYSA-N",0.0625
"IK_ZVDPYSVOZFINEE-BQBZGAKWSA-N","UNKNOWN_ROW__35829770__unknown_369",0.0123456790123457
"IK_ZWDYIYOIBZOENK-YZGJGUBNSA-N","NO_INCHIKEY__16 23 24 25 tetrahydroxydammar 13 17 en 3 one",0.015625
"IK_ZWDYIYOIBZOENK-YZGJGUBNSA-N","UNKNOWN_ROW__24167579__unknown_144",0.015625
"IK_ZWDYIYOIBZOENK-YZGJGUBNSA-N","UNKNOWN_ROW__24167579__unknown_145",0.015625
"IK_ZWRRJEICIPUPHZ-DAOPMYJZSA-N","IK_ZWRRJEICIPUPHZ-UHFFFAOYSA-N",0.00694444444444444
"IK_ZWRRJEICIPUPHZ-DAOPMYJZSA-N","UNKNOWN_ROW__24167579__unknown_128",0.00694444444444444
"IK_ZWRRJEICIPUPHZ-DAOPMYJZSA-N","UNKNOWN_ROW__24167579__unknown_129",0.00694444444444444
"IK_ZWRRJEICIPUPHZ-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_128",0.00694444444444444
"IK_ZWRRJEICIPUPHZ-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_129",0.00694444444444444
"IK_ZXJIQOBYRBTOLH-UHFFFAOYSA-N","NO_INCHIKEY__tripeptide leu ile asp arg gln gln lys arg val glu val val trp",0.0277777777777778
"IK_ZXJIQOBYRBTOLH-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_59",0.0277777777777778
"IK_ZXVONLUNISGICL-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_309",0.00510204081632653
"IK_ZXZKYYHTWHJHFT-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_85",0.0204081632653061
"IK_ZZCHHVUQYRMYLW-HKBQPEDESA-N","UNKNOWN_ROW__24167579__unknown_93",0.01
"IK_ZZCHHVUQYRMYLW-HKBQPEDESA-N","UNKNOWN_ROW__35829770__unknown_433",0.01
"IK_ZZUMXQCSMJCDDC-DFQOQHGMSA-N","NO_INCHIKEY__possible bile acid",0.0277777777777778
"NO_INCHIKEY__10 carbon fatty aldehyde","UNKNOWN_ROW__35829770__unknown_387",0.04
"NO_INCHIKEY__13 carbon fatty acid","UNKNOWN_ROW__35829770__unknown_317",0.00277008310249307
"NO_INCHIKEY__13 carbon fatty acid","UNKNOWN_ROW__35829770__unknown_388",0.00277008310249307
"NO_INCHIKEY__14 carbon fatty acid","UNKNOWN_ROW__35829770__unknown_222",0.00390625
"NO_INCHIKEY__16 23 24 25 tetrahydroxydammar 13 17 en 3 one","UNKNOWN_ROW__24167579__unknown_144",0.015625
"NO_INCHIKEY__16 23 24 25 tetrahydroxydammar 13 17 en 3 one","UNKNOWN_ROW__24167579__unknown_145",0.015625
"NO_INCHIKEY__4 acetyl 2 methoxyphenyl 6 o 6 deoxy l mannopyranosyl d glucopyranoside","UNKNOWN_ROW__24167579__unknown_61",0.015625
"NO_INCHIKEY__aromatic phytochemical","UNKNOWN_ROW__24167579__unknown_37",0.0025
"NO_INCHIKEY__aromatic phytochemical","UNKNOWN_ROW__24167579__unknown_87",0.0025
"NO_INCHIKEY__aromatic phytochemical","UNKNOWN_ROW__35829770__unknown_287",0.0025
"NO_INCHIKEY__aromatic phytochemical","UNKNOWN_ROW__35829770__unknown_438",0.0025
"NO_INCHIKEY__brompheniramine didemethylated","NO_INCHIKEY__ser ser oh",0.00390625
"NO_INCHIKEY__brompheniramine didemethylated","UNKNOWN_ROW__24167579__unknown_97",0.00390625
"NO_INCHIKEY__ffa 11 1","UNKNOWN_ROW__24167579__unknown_25",0.00591715976331361
"NO_INCHIKEY__ffa 11 1","UNKNOWN_ROW__35829770__unknown_257",0.00591715976331361
"NO_INCHIKEY__ffa 11 1","UNKNOWN_ROW__35829770__unknown_326",0.00591715976331361
"NO_INCHIKEY__ffa 11 1","UNKNOWN_ROW__35829770__unknown_348",0.00591715976331361
"NO_INCHIKEY__ffa 11 1","UNKNOWN_ROW__35829770__unknown_396",0.00591715976331361
"NO_INCHIKEY__ffa 19 1","UNKNOWN_ROW__35829770__unknown_208",0.0277777777777778
"NO_INCHIKEY__flavanoid glucuronide","NO_INCHIKEY__gln leu glu lys",0.00591715976331361
"NO_INCHIKEY__flavanoid glucuronide","UNKNOWN_ROW__24167579__unknown_166",0.00591715976331361
"NO_INCHIKEY__flavanoid glucuronide","UNKNOWN_ROW__24167579__unknown_65",0.00591715976331361
"NO_INCHIKEY__flavanoid glucuronide","UNKNOWN_ROW__24167579__unknown_66",0.00591715976331361
"NO_INCHIKEY__flavonoid glucuronide","NO_INCHIKEY__flavonoid glucuronide se adenosylselenomethionine",0.00694444444444444
"NO_INCHIKEY__flavonoid glucuronide","UNKNOWN_ROW__24167579__unknown_135",0.00694444444444444
"NO_INCHIKEY__flavonoid glucuronide","UNKNOWN_ROW__24167579__unknown_136",0.00694444444444444
"NO_INCHIKEY__flavonoid glucuronide se adenosylselenomethionine","UNKNOWN_ROW__24167579__unknown_135",0.00694444444444444
"NO_INCHIKEY__flavonoid glucuronide se adenosylselenomethionine","UNKNOWN_ROW__24167579__unknown_136",0.00694444444444444
"NO_INCHIKEY__gln leu glu lys","UNKNOWN_ROW__24167579__unknown_166",0.00591715976331361
"NO_INCHIKEY__gln leu glu lys","UNKNOWN_ROW__24167579__unknown_65",0.00591715976331361
"NO_INCHIKEY__gln leu glu lys","UNKNOWN_ROW__24167579__unknown_66",0.00591715976331361
"NO_INCHIKEY__gly phe asn thr phe","UNKNOWN_ROW__24167579__unknown_79",0.04
"NO_INCHIKEY__lpa 0 018 1 9z lpa 18 1 9z 0 0 dhap 18 0 3","UNKNOWN_ROW__24167579__unknown_127",0.0204081632653061
"NO_INCHIKEY__mg 10 0 0 0 0 0","UNKNOWN_ROW__35829770__unknown_199_carbon_number_12_plasma_id_342",0.00206611570247934
"NO_INCHIKEY__mg 10 0 0 0 0 0","UNKNOWN_ROW__35829770__unknown_323",0.00206611570247934
"NO_INCHIKEY__mg 10 0 0 0 0 0","UNKNOWN_ROW__35829770__unknown_352",0.00206611570247934
"NO_INCHIKEY__mg 10 0 0 0 0 0","UNKNOWN_ROW__35829770__unknown_395",0.00206611570247934
"NO_INCHIKEY__pl","UNKNOWN_ROW__24167579__unknown_184",0.0204081632653061
"NO_INCHIKEY__pl","UNKNOWN_ROW__24167579__unknown_185",0.0204081632653061
"NO_INCHIKEY__pl","UNKNOWN_ROW__24167579__unknown_186",0.0204081632653061
"NO_INCHIKEY__possible flavonoid","UNKNOWN_ROW__24167579__unknown_115",0.0277777777777778
"NO_INCHIKEY__possible prenol lipid","UNKNOWN_ROW__35829770__unknown_245",0.00694444444444444
"NO_INCHIKEY__possible prenol lipid","UNKNOWN_ROW__35829770__unknown_332",0.00694444444444444
"NO_INCHIKEY__possible prenol lipid","UNKNOWN_ROW__35829770__unknown_347",0.00694444444444444
"NO_INCHIKEY__possible steroid","UNKNOWN_ROW__24167579__unknown_110",0.0123456790123457
"NO_INCHIKEY__ser ser oh","UNKNOWN_ROW__24167579__unknown_97",0.00390625
"NO_INCHIKEY__tripeptide cys his lys","NO_INCHIKEY__tripeptide cys lys his",0.04
"NO_INCHIKEY__tripeptide cys his lys","UNKNOWN_ROW__35829770__unknown_278",0.04
"NO_INCHIKEY__tripeptide cys lys his","UNKNOWN_ROW__35829770__unknown_278",0.04
"NO_INCHIKEY__tripeptide leu ile asp arg gln gln lys arg val glu val val trp","UNKNOWN_ROW__24167579__unknown_59",0.0277777777777778
"NO_INCHIKEY__tripeptide leu ile tyr lys","UNKNOWN_ROW__24167579__unknown_134",0.0123456790123457
"NO_INCHIKEY__tripeptide leu ile tyr lys","UNKNOWN_ROW__35829770__unknown_367",0.0123456790123457
"UNKNOWN_ROW__24167579__unknown_100","UNKNOWN_ROW__24167579__unknown_99",0.01
"UNKNOWN_ROW__24167579__unknown_101","UNKNOWN_ROW__24167579__unknown_102",0.00694444444444444
"UNKNOWN_ROW__24167579__unknown_103","UNKNOWN_ROW__24167579__unknown_54",0.00308641975308642
"UNKNOWN_ROW__24167579__unknown_103","UNKNOWN_ROW__24167579__unknown_55",0.00308641975308642
"UNKNOWN_ROW__24167579__unknown_104","UNKNOWN_ROW__35829770__unknown_399",0.00346020761245675
"UNKNOWN_ROW__24167579__unknown_106","UNKNOWN_ROW__35829770__unknown_291",0.015625
"UNKNOWN_ROW__24167579__unknown_108","UNKNOWN_ROW__24167579__unknown_109",0.015625
"UNKNOWN_ROW__24167579__unknown_111","UNKNOWN_ROW__24167579__unknown_112",0.111111111111111
"UNKNOWN_ROW__24167579__unknown_118","UNKNOWN_ROW__24167579__unknown_119",0.015625
"UNKNOWN_ROW__24167579__unknown_120","UNKNOWN_ROW__24167579__unknown_121",0.015625
"UNKNOWN_ROW__24167579__unknown_120","UNKNOWN_ROW__24167579__unknown_122",0.015625
"UNKNOWN_ROW__24167579__unknown_121","UNKNOWN_ROW__24167579__unknown_122",0.015625
"UNKNOWN_ROW__24167579__unknown_123","UNKNOWN_ROW__24167579__unknown_124",0.01
"UNKNOWN_ROW__24167579__unknown_125","UNKNOWN_ROW__24167579__unknown_126",0.00591715976331361
"UNKNOWN_ROW__24167579__unknown_128","UNKNOWN_ROW__24167579__unknown_129",0.00694444444444444
