"from","to","weight"
"IK_AAOVKJBEBIDNHE-UHFFFAOYSA-N","IK_NIOYUNMRJMEDGI-UHFFFAOYSA-N",0.0204081632653061
"IK_AAOVKJBEBIDNHE-UHFFFAOYSA-N","IK_QQHJDPROMQRDLA-UHFFFAOYSA-N",0.0204081632653061
"IK_AAOVKJBEBIDNHE-UHFFFAOYSA-N","IK_SZVNKXCDJUBPQO-HWKANZROSA-N",0.0204081632653061
"IK_AAOVKJBEBIDNHE-UHFFFAOYSA-N","IK_VQDBNKDJNJQRDG-UHFFFAOYSA-N",0.0204081632653061
"IK_AAOVKJBEBIDNHE-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_46",0.0204081632653061
"IK_AAOVKJBEBIDNHE-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_420",0.0204081632653061
"IK_AAWZDTNXLSGCEK-LNVDRNJUSA-N","IK_CVXBEEMKQHEXEN-UHFFFAOYSA-N",0.00694444444444444
"IK_AAWZDTNXLSGCEK-LNVDRNJUSA-N","IK_GBDRMPRTNVKBAD-BYPYZUCNSA-N",0.00694444444444444
"IK_AAWZDTNXLSGCEK-LNVDRNJUSA-N","IK_HYVABZIGRDEKCD-UHFFFAOYSA-N",0.00694444444444444
"IK_AAWZDTNXLSGCEK-LNVDRNJUSA-N","IK_PAJPWUMXBYXFCZ-UHFFFAOYSA-N",0.00694444444444444
"IK_AAWZDTNXLSGCEK-LNVDRNJUSA-N","IK_RCFDOSNHHZGBOY-ACZMJKKPSA-N",0.00694444444444444
"IK_AAWZDTNXLSGCEK-LNVDRNJUSA-N","IK_XULZWQRXYTVUTE-UHFFFAOYSA-N",0.00694444444444444
"IK_AAWZDTNXLSGCEK-LNVDRNJUSA-N","IK_ZRKZFNZPJKEWPC-UHFFFAOYSA-N",0.00694444444444444
"IK_AAWZDTNXLSGCEK-LNVDRNJUSA-N","UNKNOWN_ROW__24167579__unknown_31",0.00694444444444444
"IK_AAWZDTNXLSGCEK-LNVDRNJUSA-N","UNKNOWN_ROW__35829770__unknown_297",0.00694444444444444
"IK_AAWZDTNXLSGCEK-LNVDRNJUSA-N","UNKNOWN_ROW__35829770__unknown_381",0.00694444444444444
"IK_AAWZDTNXLSGCEK-LNVDRNJUSA-N","UNKNOWN_ROW__35829770__unknown_392",0.00694444444444444
"IK_ABDMBNAKYBUEEX-QCLAVDOMSA-N","IK_BVUMIHICABFWGS-UHFFFAOYSA-N",0.01
"IK_ABDMBNAKYBUEEX-QCLAVDOMSA-N","IK_COXWPCPYWFBNJH-UHFFFAOYSA-N",0.01
"IK_ABDMBNAKYBUEEX-QCLAVDOMSA-N","IK_DDBREPKUVSBGFI-UHFFFAOYSA-N",0.01
"IK_ABDMBNAKYBUEEX-QCLAVDOMSA-N","IK_MFYFKAXYRXODPL-UHFFFAOYSA-N",0.01
"IK_ABDMBNAKYBUEEX-QCLAVDOMSA-N","IK_RPVCUZZJCXVVDW-WDSKDSINSA-N",0.01
"IK_ABDMBNAKYBUEEX-QCLAVDOMSA-N","IK_SYRVWXFZYGDVTF-UHFFFAOYSA-N",0.01
"IK_ABDMBNAKYBUEEX-QCLAVDOMSA-N","IK_VBCLPDSIELLWDI-UHFFFAOYSA-N",0.01
"IK_ABDMBNAKYBUEEX-QCLAVDOMSA-N","IK_YYIUHLPAZILPSG-SMILAEQMSA-N",0.01
"IK_ABDMBNAKYBUEEX-QCLAVDOMSA-N","UNKNOWN_ROW__35829770__unknown_218",0.01
"IK_ABFZMYIIUREPLL-ASWJIRIHSA-N","IK_BCPDBSZPXWSVHR-BAIOGQDRSA-N",0.0625
"IK_ABFZMYIIUREPLL-ASWJIRIHSA-N","IK_BGJPRBZZLWCLJW-AWCRTANDSA-N",0.0625
"IK_ABFZMYIIUREPLL-ASWJIRIHSA-N","IK_UWHZIFQPPBDJPM-BQYQJAHWSA-N",0.0625
"IK_ABOLXXZAJIAUGR-JPMMFUSZSA-N","IK_FJAZVHYPASAQKM-JBAURARKSA-N",0.0123456790123457
"IK_ABOLXXZAJIAUGR-JPMMFUSZSA-N","IK_IJPNDQQOKFKBRG-ZPZYUIKSSA-N",0.0123456790123457
"IK_ABOLXXZAJIAUGR-JPMMFUSZSA-N","IK_NCEQLLNVRRTCKJ-UHFFFAOYSA-N",0.0123456790123457
"IK_ABOLXXZAJIAUGR-JPMMFUSZSA-N","IK_RINHYCZCUGCZAJ-IPXOVKFZSA-N",0.0123456790123457
"IK_ABOLXXZAJIAUGR-JPMMFUSZSA-N","IK_XTSSAALSNSPVIH-OCFMFRIESA-N",0.0123456790123457
"IK_ABOLXXZAJIAUGR-JPMMFUSZSA-N","IK_YOSHYTLCDANDAN-UHFFFAOYSA-N",0.0123456790123457
"IK_ABOLXXZAJIAUGR-JPMMFUSZSA-N","IK_YPJUNDFVDDCYIH-UHFFFAOYSA-N",0.0123456790123457
"IK_ABOLXXZAJIAUGR-JPMMFUSZSA-N","NO_INCHIKEY__bile acid or lovastatin",0.0123456790123457
"IK_ABXDBVMGRKZFRC-IOSLPCCCSA-N","IK_BLERHOKJGPAHCL-UHFFFAOYSA-N",0.01
"IK_ABXDBVMGRKZFRC-IOSLPCCCSA-N","IK_BTLNRJMECFTISR-UHFFFAOYSA-N",0.01
"IK_ABXDBVMGRKZFRC-IOSLPCCCSA-N","IK_HPHXOIULGYVAKW-IOSLPCCCSA-N",0.01
"IK_ABXDBVMGRKZFRC-IOSLPCCCSA-N","IK_HWDMHJDYMFRXOX-XVFCMESISA-N",0.01
"IK_ABXDBVMGRKZFRC-IOSLPCCCSA-N","IK_LZOSYCMHQXPBFU-UHFFFAOYSA-N",0.01
"IK_ABXDBVMGRKZFRC-IOSLPCCCSA-N","IK_MBMBGCFOFBJSGT-KUBAVDMBSA-N",0.01
"IK_ABXDBVMGRKZFRC-IOSLPCCCSA-N","IK_QCCRPLPTELVLHD-LCYFTJDESA-N",0.01
"IK_ABXDBVMGRKZFRC-IOSLPCCCSA-N","IK_UWHZIFQPPBDJPM-FPLPWBNLSA-N",0.01
"IK_ABXDBVMGRKZFRC-IOSLPCCCSA-N","UNKNOWN_ROW__35829770__unknown_359",0.01
"IK_ACSFOIGNUQUIGE-AIPUTVCKSA-N","IK_ATXHVCQZZJYMCF-XUDSTZEESA-N",0.0277777777777778
"IK_ACSFOIGNUQUIGE-AIPUTVCKSA-N","IK_WJSAFQZKYVRPGM-PABFRNLHSA-N",0.0277777777777778
"IK_ACSFOIGNUQUIGE-AIPUTVCKSA-N","IK_XEKYYIHOWASTHE-UHFFFAOYSA-N",0.0277777777777778
"IK_ACSFOIGNUQUIGE-AIPUTVCKSA-N","IK_YIQRSAKVWZVLDN-QZTNRIJFSA-N",0.0277777777777778
"IK_ACSFOIGNUQUIGE-AIPUTVCKSA-N","IK_YYIXZLMPKIFFGQ-ONNNWOQGSA-N",0.0277777777777778
"IK_ACVGWSKVRYFWRP-UHFFFAOYSA-N","IK_CQSLTKIXAJTQGA-FLIBITNWSA-N",0.0277777777777778
"IK_ACVGWSKVRYFWRP-UHFFFAOYSA-N","IK_IAHCDPVIVIKDFJ-DIACKHNESA-N",0.0277777777777778
"IK_ACVGWSKVRYFWRP-UHFFFAOYSA-N","IK_JNTMAZFVYNDPLB-PEDHHIEDSA-N",0.0277777777777778
"IK_ACVGWSKVRYFWRP-UHFFFAOYSA-N","IK_UQWLOWFDKAFKAP-WXHSDQCUSA-N",0.0277777777777778
"IK_ACVGWSKVRYFWRP-UHFFFAOYSA-N","IK_YUTNOGOMBNYPFH-XUXIUFHCSA-N",0.0277777777777778
"IK_ACXPNSWGVZLPRG-UHFFFAOYSA-N","IK_WKMBZTIVAJAWBA-UHFFFAOYSA-N",0.111111111111111
"IK_ACXPNSWGVZLPRG-UHFFFAOYSA-N","IK_YVYMBNSKXOXSKW-HXUWFJFHSA-N",0.111111111111111
"IK_ADEORFBTPGKHRP-UHFFFAOYSA-N","IK_GSDSWSVVBLHKDQ-JTQLQIEISA-N",0.0277777777777778
"IK_ADEORFBTPGKHRP-UHFFFAOYSA-N","IK_ISSKMEQROMFEHL-UHFFFAOYSA-N",0.0277777777777778
"IK_ADEORFBTPGKHRP-UHFFFAOYSA-N","IK_OQZSGNGSHMDCAR-UHFFFAOYSA-N",0.0277777777777778
"IK_ADEORFBTPGKHRP-UHFFFAOYSA-N","IK_PYZZIILDSAJNLZ-QZNPSGCDSA-N",0.0277777777777778
"IK_ADEORFBTPGKHRP-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_295",0.0277777777777778
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","IK_BUJAGSGYPOAWEI-UHFFFAOYSA-N",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","IK_DIRFUJHNVNOBMY-UHFFFAOYSA-N",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","IK_DWAKNKKXGALPNW-UHFFFAOYSA-N",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","IK_GHHURQMJLARIDK-UHFFFAOYSA-N",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","IK_GJRJTYFSORWKBE-UHFFFAOYSA-N",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","IK_JMFRWRFFLBVWSI-NSCUHMNNSA-N",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","IK_JWBXCSQZLLIOCI-GUBZILKMSA-N",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","IK_LJJHXRRUVASJDX-KRXBUXKQSA-N",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","IK_LKNPFOZIOWXDQS-UHFFFAOYSA-N",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","IK_MRBKEAMVRSLQPH-UHFFFAOYSA-N",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","IK_OUAPULXYUWUOHW-UHFFFAOYSA-N",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","IK_WQXXXHMEBYGSBG-OLQVQODUSA-N",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","IK_YPXHXDXMTWPQTO-SNAWJCMRSA-N",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","IK_YWWVWXASSLXJHU-WAYWQWQTSA-N",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","NO_INCHIKEY__aromatic phytochemical",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_37",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_87",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_287",0.0025
"IK_ADFXKUOMJKEIND-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_438",0.0025
"IK_ADHNYKZHPOEULM-BQBZGAKWSA-N","IK_AMDPNECWKZZEBQ-UHFFFAOYSA-N",0.00390625
"IK_ADHNYKZHPOEULM-BQBZGAKWSA-N","IK_BSRRIWAAIBZEBQ-QSTBWJLLSA-N",0.00390625
"IK_ADHNYKZHPOEULM-BQBZGAKWSA-N","IK_FWWQKRXKHIRPJY-UHFFFAOYSA-N",0.00390625
"IK_ADHNYKZHPOEULM-BQBZGAKWSA-N","IK_JNBVGGPMMKHWRO-VIFPVBQESA-N",0.00390625
"IK_ADHNYKZHPOEULM-BQBZGAKWSA-N","IK_JUAPMRSLDANLAS-HOTGVXAUSA-N",0.00390625
"IK_ADHNYKZHPOEULM-BQBZGAKWSA-N","IK_KCEQGTJBAICOKH-UHFFFAOYSA-N",0.00390625
"IK_ADHNYKZHPOEULM-BQBZGAKWSA-N","IK_QHZLMUACJMDIAE-UHFFFAOYSA-N",0.00390625
"IK_ADHNYKZHPOEULM-BQBZGAKWSA-N","IK_QPHPUQJVKQXISS-UHFFFAOYSA-N",0.00390625
"IK_ADHNYKZHPOEULM-BQBZGAKWSA-N","IK_QSBYPNXLFMSGKH-HJWRWDBZSA-N",0.00390625
"IK_ADHNYKZHPOEULM-BQBZGAKWSA-N","IK_RGJSGXNKRWWCOQ-QMEIEYGNSA-N",0.00390625
"IK_ADHNYKZHPOEULM-BQBZGAKWSA-N","IK_SXGAGTVDWKQYCX-BQBZGAKWSA-N",0.00390625
"IK_ADHNYKZHPOEULM-BQBZGAKWSA-N","IK_XEUPFPHHPCQXFV-UHFFFAOYSA-N",0.00390625
"IK_ADHNYKZHPOEULM-BQBZGAKWSA-N","NO_INCHIKEY__brompheniramine didemethylated",0.00390625
"IK_ADHNYKZHPOEULM-BQBZGAKWSA-N","NO_INCHIKEY__ser ser oh",0.00390625
"IK_ADHNYKZHPOEULM-BQBZGAKWSA-N","UNKNOWN_ROW__24167579__unknown_97",0.00390625
"IK_ADQUXZRKOKKULD-CZOXBATISA-N","IK_CNWSDOLXOOXOCZ-UHFFFAOYSA-N",0.00694444444444444
"IK_ADQUXZRKOKKULD-CZOXBATISA-N","IK_CZGFLAQOJPXVRV-GITAKMRZSA-N",0.00694444444444444
"IK_ADQUXZRKOKKULD-CZOXBATISA-N","IK_DRHKJLXJIQTDTD-OAHLLOKOSA-N",0.00694444444444444
"IK_ADQUXZRKOKKULD-CZOXBATISA-N","IK_GGJFWMOVUFBSIN-AIRLBKTGSA-O",0.00694444444444444
"IK_ADQUXZRKOKKULD-CZOXBATISA-N","IK_MAHPNPYYQAIOJN-UHFFFAOYSA-N",0.00694444444444444
"IK_ADQUXZRKOKKULD-CZOXBATISA-N","IK_MCKLJFJEQRYRQT-APGJSSKUSA-N",0.00694444444444444
"IK_ADQUXZRKOKKULD-CZOXBATISA-N","IK_UPJFTVFLSIQQAV-KOLCDFICSA-N",0.00694444444444444
"IK_ADQUXZRKOKKULD-CZOXBATISA-N","NO_INCHIKEY__flavonoid glucuronide",0.00694444444444444
"IK_ADQUXZRKOKKULD-CZOXBATISA-N","NO_INCHIKEY__flavonoid glucuronide se adenosylselenomethionine",0.00694444444444444
"IK_ADQUXZRKOKKULD-CZOXBATISA-N","UNKNOWN_ROW__24167579__unknown_135",0.00694444444444444
"IK_ADQUXZRKOKKULD-CZOXBATISA-N","UNKNOWN_ROW__24167579__unknown_136",0.00694444444444444
"IK_ADUKCCWBEDSMEB-NSHDSACASA-N","IK_CDSMSBUVCWHORP-UHFFFAOYSA-N",0.0277777777777778
"IK_ADUKCCWBEDSMEB-NSHDSACASA-N","IK_CPTJXGLQLVPIGP-UHFFFAOYSA-N",0.0277777777777778
"IK_ADUKCCWBEDSMEB-NSHDSACASA-N","IK_HOSGXJWQVBHGLT-UHFFFAOYSA-N",0.0277777777777778
"IK_ADUKCCWBEDSMEB-NSHDSACASA-N","IK_IQVQXVFMNOFTMU-FLIBITNWSA-N",0.0277777777777778
"IK_ADUKCCWBEDSMEB-NSHDSACASA-N","IK_YGPSJZOEDVAXAB-QMMMGPOBSA-N",0.0277777777777778
"IK_ADVNUIUADIXWMI-OLZOCXBDSA-N","IK_AHANXAKGNAKFSK-PDBXOOCHSA-N",0.0625
"IK_ADVNUIUADIXWMI-OLZOCXBDSA-N","IK_OZOMQRBLCMDCEG-VIZOYTHASA-N",0.0625
"IK_ADVNUIUADIXWMI-OLZOCXBDSA-N","IK_RZTRGWJVDVMYLZ-KBNCVMCFSA-N",0.0625
"IK_AEAMHDRXCYEOCU-HTDYWKJCSA-N","IK_CMEYODOSAQTQFO-SAIUNTKASA-N",0.04
"IK_AEAMHDRXCYEOCU-HTDYWKJCSA-N","IK_FXGOEHDEIHUMCP-XNGCGXPYSA-N",0.04
"IK_AEAMHDRXCYEOCU-HTDYWKJCSA-N","IK_IXSYVBCFIGEECR-JLNKQSITSA-N",0.04
"IK_AEAMHDRXCYEOCU-HTDYWKJCSA-N","IK_LRTCKJJOUNZFDD-DBHIXKHWSA-N",0.04
"IK_AEAPORIZZWBIEX-DTBDINHYSA-N","IK_HQUSKUTUDDZKOD-UTOMUYHSSA-N",0.00826446280991736
"IK_AEAPORIZZWBIEX-DTBDINHYSA-N","IK_LDKDGDIWEUUXSH-UHFFFAOYSA-N",0.00826446280991736
"IK_AEAPORIZZWBIEX-DTBDINHYSA-N","IK_MQIUGAXCHLFZKX-UHFFFAOYSA-N",0.00826446280991736
"IK_AEAPORIZZWBIEX-DTBDINHYSA-N","IK_MRPDHXXPDCVBPQ-AATRIKPKSA-N",0.00826446280991736
"IK_AEAPORIZZWBIEX-DTBDINHYSA-N","IK_NSHPHXHGRHSMIK-JRIKCGFMSA-N",0.00826446280991736
"IK_AEAPORIZZWBIEX-DTBDINHYSA-N","IK_OYPPJMLKAYYWHH-NXJDUNGTSA-N",0.00826446280991736
"IK_AEAPORIZZWBIEX-DTBDINHYSA-N","IK_PKDTXFWHZWYNAH-UHFFFAOYSA-N",0.00826446280991736
"IK_AEAPORIZZWBIEX-DTBDINHYSA-N","IK_SNGREZUHAYWORS-UHFFFAOYSA-N",0.00826446280991736
"IK_AEAPORIZZWBIEX-DTBDINHYSA-N","IK_UNUYMBPXEFMLNW-DWVDDHQFSA-N",0.00826446280991736
"IK_AEAPORIZZWBIEX-DTBDINHYSA-N","IK_WGFOBBZOWHGYQH-MXHNKVEKSA-N",0.00826446280991736
"IK_AEFNZGGBWOQYID-KQPZCCJBSA-N","IK_ARFRZOLTIRQFCI-NGQYDJQZSA-N",0.0277777777777778
"IK_AEFNZGGBWOQYID-KQPZCCJBSA-N","IK_BCXBIONYYJCSDF-CIUDSAMLSA-N",0.0277777777777778
"IK_AEFNZGGBWOQYID-KQPZCCJBSA-N","IK_JXGLGTFMAQOJBB-HEDKFQSOSA-N",0.0277777777777778
"IK_AEFNZGGBWOQYID-KQPZCCJBSA-N","UNKNOWN_ROW__24167579__unknown_140",0.0277777777777778
"IK_AEFNZGGBWOQYID-KQPZCCJBSA-N","UNKNOWN_ROW__24167579__unknown_141",0.0277777777777778
"IK_AEMOLEFTQBMNLQ-AQKNRBDQSA-N","IK_DHNSTMIMQCKEPC-UHFFFAOYSA-N",0.015625
"IK_AEMOLEFTQBMNLQ-AQKNRBDQSA-N","IK_IJVRPNIWWODHHA-UHFFFAOYSA-N",0.015625
"IK_AEMOLEFTQBMNLQ-AQKNRBDQSA-N","IK_PEHSVUKQDJULKE-UHFFFAOYSA-N",0.015625
"IK_AEMOLEFTQBMNLQ-AQKNRBDQSA-N","IK_RTWVXIIKUFSDJB-SSDOTTSWSA-N",0.015625
"IK_AEMOLEFTQBMNLQ-AQKNRBDQSA-N","IK_WTWBUQJHJGUZCY-UHFFFAOYSA-N",0.015625
"IK_AEMOLEFTQBMNLQ-AQKNRBDQSA-N","IK_ZFMSMUAANRJZFM-UHFFFAOYSA-N",0.015625
"IK_AEMOLEFTQBMNLQ-AQKNRBDQSA-N","UNKNOWN_ROW__35829770__unknown_456",0.015625
"IK_AEMOLEFTQBMNLQ-QIUUJYRFSA-N","IK_FXYSHYMHTAACSV-FTHMGGAWSA-N",0.111111111111111
"IK_AEMOLEFTQBMNLQ-QIUUJYRFSA-N","IK_VLULRUCCHYVXOH-UHFFFAOYSA-N",0.111111111111111
"IK_AEOYRSISBCASMX-UHFFFAOYSA-N","IK_KUYNOZVWCFXSNE-BYNIDDHOSA-N",0.111111111111111
"IK_AEOYRSISBCASMX-UHFFFAOYSA-N","IK_ZUILKEWVWUKSAO-ZZXKWVIFSA-N",0.111111111111111
"IK_AERBNCYCJBRYDG-KSZLIROESA-N","IK_AERBNCYCJBRYDG-RGBJRUIASA-N",0.00390625
"IK_AERBNCYCJBRYDG-KSZLIROESA-N","IK_CBMYJHIOYJEBSB-CAHXEBCQSA-N",0.00390625
"IK_AERBNCYCJBRYDG-KSZLIROESA-N","IK_CBMYJHIOYJEBSB-ULTMTAQRSA-N",0.00390625
"IK_AERBNCYCJBRYDG-KSZLIROESA-N","IK_DPUOLQHDNGRHBS-MDZDMXLPSA-N",0.00390625
"IK_AERBNCYCJBRYDG-KSZLIROESA-N","IK_FIZFZQIBGCHOJY-UHFFFAOYSA-N",0.00390625
"IK_AERBNCYCJBRYDG-KSZLIROESA-N","IK_IBZYPBGPOGJMBF-QRHMYKSGSA-N",0.00390625
"IK_AERBNCYCJBRYDG-KSZLIROESA-N","IK_LYMVXFSTACVOLP-UHFFFAOYSA-N",0.00390625
"IK_AERBNCYCJBRYDG-KSZLIROESA-N","IK_NGTXCORNXNELNU-BOIFFFMUSA-N",0.00390625
"IK_AERBNCYCJBRYDG-KSZLIROESA-N","IK_OQZCSNDVOWYALR-UHFFFAOYSA-N",0.00390625
"IK_AERBNCYCJBRYDG-KSZLIROESA-N","IK_PLSQMGZYOGSOCE-XINAWCOVSA-N",0.00390625
"IK_AERBNCYCJBRYDG-KSZLIROESA-N","IK_YRXOQXUDKDCXME-YIVRLKKSSA-N",0.00390625
"IK_AERBNCYCJBRYDG-KSZLIROESA-N","UNKNOWN_ROW__35829770__unknown_212",0.00390625
"IK_AERBNCYCJBRYDG-KSZLIROESA-N","UNKNOWN_ROW__35829770__unknown_225",0.00390625
"IK_AERBNCYCJBRYDG-KSZLIROESA-N","UNKNOWN_ROW__35829770__unknown_436",0.00390625
"IK_AERBNCYCJBRYDG-KSZLIROESA-N","UNKNOWN_ROW__35829770__unknown_453",0.00390625
"IK_AERBNCYCJBRYDG-RGBJRUIASA-N","IK_CBMYJHIOYJEBSB-CAHXEBCQSA-N",0.00390625
"IK_AERBNCYCJBRYDG-RGBJRUIASA-N","IK_CBMYJHIOYJEBSB-ULTMTAQRSA-N",0.00390625
"IK_AERBNCYCJBRYDG-RGBJRUIASA-N","IK_DPUOLQHDNGRHBS-MDZDMXLPSA-N",0.00390625
"IK_AERBNCYCJBRYDG-RGBJRUIASA-N","IK_FIZFZQIBGCHOJY-UHFFFAOYSA-N",0.00390625
"IK_AERBNCYCJBRYDG-RGBJRUIASA-N","IK_IBZYPBGPOGJMBF-QRHMYKSGSA-N",0.00390625
"IK_AERBNCYCJBRYDG-RGBJRUIASA-N","IK_LYMVXFSTACVOLP-UHFFFAOYSA-N",0.00390625
"IK_AERBNCYCJBRYDG-RGBJRUIASA-N","IK_NGTXCORNXNELNU-BOIFFFMUSA-N",0.00390625
"IK_AERBNCYCJBRYDG-RGBJRUIASA-N","IK_OQZCSNDVOWYALR-UHFFFAOYSA-N",0.00390625
"IK_AERBNCYCJBRYDG-RGBJRUIASA-N","IK_PLSQMGZYOGSOCE-XINAWCOVSA-N",0.00390625
"IK_AERBNCYCJBRYDG-RGBJRUIASA-N","IK_YRXOQXUDKDCXME-YIVRLKKSSA-N",0.00390625
"IK_AERBNCYCJBRYDG-RGBJRUIASA-N","UNKNOWN_ROW__35829770__unknown_212",0.00390625
"IK_AERBNCYCJBRYDG-RGBJRUIASA-N","UNKNOWN_ROW__35829770__unknown_225",0.00390625
"IK_AERBNCYCJBRYDG-RGBJRUIASA-N","UNKNOWN_ROW__35829770__unknown_436",0.00390625
"IK_AERBNCYCJBRYDG-RGBJRUIASA-N","UNKNOWN_ROW__35829770__unknown_453",0.00390625
"IK_AFKRZUUZFWTBCC-WSTZPKSXSA-N","IK_GEWUBFCXNZWHKH-HSZRJFAPSA-N",0.0204081632653061
"IK_AFKRZUUZFWTBCC-WSTZPKSXSA-N","IK_IMOKOCYUKGZZAG-CSMHCCOUSA-N",0.0204081632653061
"IK_AFKRZUUZFWTBCC-WSTZPKSXSA-N","IK_NXYCBMGKNCJXIC-CNEMSGBDSA-N",0.0204081632653061
"IK_AFKRZUUZFWTBCC-WSTZPKSXSA-N","IK_PYVRVRFVLRNJLY-MZMPXXGTSA-N",0.0204081632653061
"IK_AFKRZUUZFWTBCC-WSTZPKSXSA-N","IK_TUZHANAISKEZFG-GHDNBGIDSA-N",0.0204081632653061
"IK_AFKRZUUZFWTBCC-WSTZPKSXSA-N","IK_ZBBHBTPTTSWHBA-UHFFFAOYSA-N",0.0204081632653061
"IK_AFWKBSMFXWNGRE-ONEGZZNKSA-N","IK_JRLGPAXAGHMNOL-LURJTMIESA-N",0.00591715976331361
"IK_AFWKBSMFXWNGRE-ONEGZZNKSA-N","IK_LCTONWCANYUPML-UHFFFAOYSA-N",0.00591715976331361
"IK_AFWKBSMFXWNGRE-ONEGZZNKSA-N","IK_ODKSFYDXXFIFQN-BYPYZUCNSA-N",0.00591715976331361
"IK_AFWKBSMFXWNGRE-ONEGZZNKSA-N","IK_ODKSFYDXXFIFQN-SCSAIBSYSA-N",0.00591715976331361
"IK_AFWKBSMFXWNGRE-ONEGZZNKSA-N","IK_ODKSFYDXXFIFQN-UHFFFAOYSA-N",0.00591715976331361
"IK_AFWKBSMFXWNGRE-ONEGZZNKSA-N","IK_RHGKLRLOHDJJDR-BYPYZUCNSA-N",0.00591715976331361
"IK_AFWKBSMFXWNGRE-ONEGZZNKSA-N","IK_UDSFAEKRVUSQDD-UHFFFAOYSA-N",0.00591715976331361
"IK_AFWKBSMFXWNGRE-ONEGZZNKSA-N","IK_UUEPXFWSBUIUAZ-NSCUHMNNSA-N",0.00591715976331361
"IK_AFWKBSMFXWNGRE-ONEGZZNKSA-N","IK_UYUXSRADSPPKRZ-SKNVOMKLSA-N",0.00591715976331361
"IK_AFWKBSMFXWNGRE-ONEGZZNKSA-N","UNKNOWN_ROW__24167579__unknown_22",0.00591715976331361
"IK_AFWKBSMFXWNGRE-ONEGZZNKSA-N","UNKNOWN_ROW__24167579__unknown_23",0.00591715976331361
"IK_AFWKBSMFXWNGRE-ONEGZZNKSA-N","UNKNOWN_ROW__35829770__unknown_201_carbon_number_8_plasma_id_181",0.00591715976331361
"IK_AFWVBXLXFDAISA-GPRPIQDKSA-N","IK_ASPCIAWQVXVATP-VWXYMJEFSA-N",0.0625
"IK_AFWVBXLXFDAISA-GPRPIQDKSA-N","IK_DXHYQIJBUNRPJT-UHFFFAOYSA-N",0.0625
"IK_AFWVBXLXFDAISA-GPRPIQDKSA-N","IK_FYPMFJGVHOHGLL-UHFFFAOYSA-N",0.0625
"IK_AGGWFDNPHKLBBV-YUMQZZPRSA-N","IK_AIQDYKMWENWVQJ-QIUUJYRFSA-K",0.0277777777777778
"IK_AGGWFDNPHKLBBV-YUMQZZPRSA-N","IK_CWWWTTYMUOYSQA-LLVKDONJSA-N",0.0277777777777778
"IK_AGGWFDNPHKLBBV-YUMQZZPRSA-N","IK_DCMKMHVTKFJMAU-HWKANZROSA-N",0.0277777777777778
"IK_AGGWFDNPHKLBBV-YUMQZZPRSA-N","IK_SRPXSILJHWNFMK-ZBEGNZNMSA-N",0.0277777777777778
"IK_AGGWFDNPHKLBBV-YUMQZZPRSA-N","IK_WRNKIDLXXXIELU-IEBWSBKVSA-N",0.0277777777777778
"IK_AGMMTXLNIQSRCG-UHFFFAOYSA-N","IK_BITHHVVYSMSWAG-KTKRTIGZSA-N",0.0277777777777778
"IK_AGMMTXLNIQSRCG-UHFFFAOYSA-N","IK_CXTATJFJDMJMIY-UHFFFAOYSA-N",0.0277777777777778
"IK_AGMMTXLNIQSRCG-UHFFFAOYSA-N","IK_HGJUPYQMZUBYSJ-UHFFFAOYSA-N",0.0277777777777778
"IK_AGMMTXLNIQSRCG-UHFFFAOYSA-N","IK_PMTMAFAPLCGXGK-JMTMCXQRSA-N",0.0277777777777778
"IK_AGMMTXLNIQSRCG-UHFFFAOYSA-N","IK_USSIQXCVUWKGNF-UHFFFAOYSA-N",0.0277777777777778
"IK_AGOYDEPGAOXOCK-KCBOHYOISA-N","IK_CGVOQSQIYSUXAT-PPLFXBRHSA-N",0.25
