accuracy,macro_precision,macro_recall,macro_f1,top_1_accuracy,top_2_accuracy,top_3_accuracy,top_5_accuracy,macro_roc_auc_ovr,macro_pr_auc,task,model,n_total_entities,n_entities_with_any_modality,dataset_modality_coverage,n_holdout_requested,n_holdout_evaluable,holdout_coverage,n_training_classes,n_labeled_training,strict_holdout,latent_dim,binary_recon_weight,mz_recon_weight,kl_beta_final,classification_weight,modality_dropout
0.6886657101865137,0.1449207437902849,0.1696262868783877,0.14913366131848854,0.6886657101865137,0.757532281205165,0.7847919655667145,0.8149210903873745,,0.2299183659134285,class,multimodal_missing_aware_vae,4155,4155,1.0,697,697,1.0,175,2784,True,24,1.0,1.0,0.2,5.0,0.1
0.3488372093023256,0.17874592074592077,0.22663483575248283,0.1806690279417552,0.3488372093023256,0.4806201550387597,0.5038759689922481,0.6046511627906976,,0.3321345443215182,pathway,multimodal_missing_aware_vae,4155,4155,1.0,129,129,1.0,55,516,True,24,1.0,1.0,0.2,5.0,0.1
