entity_id,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24
IK_AADLTHQNYQJHQV-SVLGDMRNSA-N,-2.0754673,1.2008175,0.92467445,0.9834593,-1.1051366,-2.0554895,-0.26347673,0.55464804,-3.7080188,0.5607704,-0.14803286,-1.6921403,-0.5659921,1.4213662,-0.36216646,-2.0178053,-1.3322152,-2.1782424,-1.3793828,0.25128394,0.625734,1.2505686,-3.4557204,0.60588413
IK_AAOVKJBEBIDNHE-UHFFFAOYSA-N,2.5300071,0.18840438,0.87681,1.9664384,0.7218773,2.18061,-1.2891297,3.1736176,-1.3538426,-0.27775633,3.0594876,0.8439946,1.3028357,-2.240457,-1.261268,-2.631217,-0.24456003,-3.9462647,-1.0018902,0.7103484,0.55615854,-0.34148675,-2.5702899,0.93706924
IK_AAWZDTNXLSGCEK-LNVDRNJUSA-N,-1.0199447,1.9317828,-0.81878203,-0.09532841,0.18108734,-1.1521983,1.0187882,-1.4222026,-1.7374882,-3.2723625,-0.32300985,-2.6419115,-1.7184967,1.6016243,0.42849258,1.5483507,-0.23795447,1.7320029,-0.69838315,0.31564772,2.6861951,-0.39654818,-1.3028657,0.0875464
IK_ABDMBNAKYBUEEX-QCLAVDOMSA-N,0.71908957,1.6598766,1.2615299,0.15907821,-1.107571,-0.65535337,-0.3264285,0.593534,-0.030738883,-1.5109333,0.8644795,-0.7063105,-3.0323129,-0.11199101,-2.1905098,-0.6024452,3.0479245,1.4440466,-1.0346932,0.35866168,4.1764584,-1.3401614,-0.13488734,2.5339227
IK_ABFZMYIIUREPLL-ASWJIRIHSA-N,-0.31845433,-0.48677206,-2.888858,-1.2177079,2.156993,2.3376327,0.92802435,-1.1570091,-1.0030297,-0.2867625,-1.8491489,-2.2691348,0.63010883,-1.3198022,3.3910604,0.42231965,-1.6008272,-1.0493264,-0.38591757,-1.5384936,-2.5494807,2.4628952,-3.0553746,-3.4483943
IK_ABOLXXZAJIAUGR-JPMMFUSZSA-N,-0.6662545,0.79568166,-0.92675775,0.10681878,0.700509,-0.43562004,1.1411817,-1.8864064,-1.4611492,-2.6465719,-0.7148399,-3.420032,-1.8955897,0.20063637,0.10973777,1.9544848,-0.3191598,1.506869,0.47274172,0.17832045,1.8739308,-0.2408906,-1.9918522,-0.29798913
IK_ABXDBVMGRKZFRC-IOSLPCCCSA-N,-2.6485171,-1.8055868,2.3014638,0.8258019,-1.3620793,-4.2294626,-0.83054805,-0.52686155,1.5870852,3.4980164,-0.16242826,1.0913883,0.76683724,2.430783,-2.7684686,-0.5855349,0.8654998,0.73539644,0.12967247,0.96078306,0.19346829,-1.5757517,3.4937239,2.8564892
IK_ACSFOIGNUQUIGE-AIPUTVCKSA-N,-0.0252183,0.38959774,-3.170662,-1.957504,2.1364892,2.6951275,1.0271757,-0.8529303,-0.32748455,-0.6944871,-1.4876035,-0.68145084,1.1276091,-0.2458086,4.2303677,-0.18424216,-1.1250923,-0.32545343,-1.5814232,-1.2851644,-2.319874,2.6705413,-1.5927559,-3.6120915
IK_ACVGWSKVRYFWRP-UHFFFAOYSA-N,6.176287,-0.458361,0.055138633,1.0837879,2.7139316,6.842448,-1.1090972,3.070165,2.426653,-0.28171557,1.5771686,4.006095,1.7785251,-4.183284,1.8000005,-2.2795973,1.1915224,-3.1315527,-0.5795502,-0.04460665,-1.319511,0.94000334,-1.0603294,-0.39422783
IK_ACXPNSWGVZLPRG-UHFFFAOYSA-N,-1.6032795,0.785883,0.4477026,-1.1990894,-2.3061473,1.2249699,-1.4754655,0.41005504,-1.5718824,-0.034187973,-2.1993387,0.09601572,-1.5603573,-0.16266252,0.43568692,-0.23346327,0.2769689,1.3261232,0.11930524,-2.4084628,-0.9822243,1.6537012,-2.0103886,-0.44181335
IK_ADEORFBTPGKHRP-UHFFFAOYSA-N,-0.027175166,-3.3760068,1.3632523,2.4755876,2.3810604,-5.119626,1.7578374,-2.0226831,3.523152,1.4397583,3.9635062,-1.6775695,0.3611364,0.24642636,-5.8301992,2.761624,0.75131714,1.1352884,0.016687889,4.084077,4.0249248,-5.6735106,3.7599506,4.272428
IK_ADFXKUOMJKEIND-UHFFFAOYSA-N,3.2340467,1.1648078,1.78714,1.3683718,-0.7076035,2.7360978,-0.950717,1.637449,1.3280797,-0.23386818,-0.061255477,2.656753,-1.0470232,-0.41461855,0.001303535,-1.0980635,2.0499392,0.16454802,0.021834113,0.09259077,1.5528247,0.3669154,0.626089,1.9542379
IK_ADHNYKZHPOEULM-BQBZGAKWSA-N,1.9552501,1.4187069,1.4263463,2.7654088,-0.6728095,3.8621378,-0.6272383,-0.20418617,-0.2829125,-0.6176084,-2.299184,0.5961729,-0.05527035,0.8466161,1.984949,0.4468169,-1.8269036,0.020070288,0.65549463,-0.36879206,-0.8480877,1.8529015,-1.4740016,0.80850506
IK_ADQUXZRKOKKULD-CZOXBATISA-N,-0.21732028,-0.09154616,-2.7690382,-1.5100511,1.8629318,2.2497349,0.86173147,-0.8341825,-0.67233837,-0.37271303,-1.5790555,-1.3991859,0.73763275,-0.7735009,3.3699973,0.12722097,-1.2412536,-0.6146208,-0.8737268,-1.3962517,-2.2321825,2.3112054,-2.1976833,-3.2618413
IK_ADUKCCWBEDSMEB-NSHDSACASA-N,0.47661722,-0.8559166,-1.7917043,-1.0769519,3.8843265,-2.6530826,2.541152,-3.1795866,3.2499557,-1.6864818,1.8266815,-1.3325299,-0.118534505,1.0542924,0.4039359,3.979929,0.33595735,2.4509172,-1.0600679,1.6712744,3.0374506,-1.7071832,2.886231,-0.21170543
IK_ADVNUIUADIXWMI-OLZOCXBDSA-N,1.3440822,-0.31048927,-1.424001,1.6052749,3.2934,0.8752601,2.1369255,-2.2986777,-0.053109817,-2.4074473,0.17280717,-2.4471743,0.15716419,0.9266054,1.9800731,3.250063,-2.2790196,0.026027594,0.6279269,1.4735988,1.2729509,0.624618,-0.99343884,-0.693489
IK_AEAMHDRXCYEOCU-HTDYWKJCSA-N,-1.7460816,-3.3156433,0.4621169,2.403575,0.06345438,-0.35938978,1.1915632,-1.7914677,-1.4240729,2.3795261,-1.5864025,-1.4103405,1.0954108,0.21923679,0.16352332,1.3419778,-2.982808,-1.6314139,1.6669104,0.33316836,-2.4567845,0.107150644,-1.8538617,-0.12283258
IK_AEAPORIZZWBIEX-DTBDINHYSA-N,-0.11356944,-0.02168797,-2.8869207,-1.7111645,1.9768211,2.2413054,0.959837,-0.9942116,-0.34331477,-0.58490527,-1.4705205,-0.9137367,0.9310068,-0.5631198,3.6501648,0.16151924,-1.1484321,-0.35236213,-0.9815556,-1.231931,-2.2712343,2.2880566,-1.6972431,-3.3698056
IK_AEESIZVTDUAOEG-MWQVBOBVSA-N,-1.6167556,0.7841328,0.5388547,-1.3331625,-2.440346,1.4788353,-1.5202606,0.4348032,-1.4691952,0.045927584,-2.4596033,0.4245453,-1.404528,-0.041771393,0.71626824,-0.15507138,0.19445534,1.424634,0.083431564,-2.6397152,-1.2663736,1.7121152,-1.9841433,-0.6246337
IK_AEFNZGGBWOQYID-KQPZCCJBSA-N,-2.16792,-1.4613003,-2.6226027,-2.0593715,2.0453472,-2.4926178,1.6368055,-2.8496466,0.8827332,-0.9627142,0.058270946,-2.1752276,0.2380195,-0.19896004,0.48965096,2.555547,-0.9098859,2.0631344,0.029902376,-0.64737904,-0.54426,-0.8009644,0.69363964,-2.0983617
IK_AEMOLEFTQBMNLQ-AQKNRBDQSA-N,-1.383749,1.9056374,-0.92847615,-0.2978484,0.28758115,-1.5542424,1.08938,-1.5937879,-1.6430805,-3.2210977,-0.11193422,-2.9115832,-1.763123,1.7302585,0.22808772,1.5814928,-0.1726403,1.7390424,-0.9901205,0.2924004,2.7933934,-0.54842377,-1.2738601,0.14999297
IK_AEMOLEFTQBMNLQ-QIUUJYRFSA-N,-1.4128627,1.2168261,-0.8958375,-0.10162135,0.51393986,-1.4094551,1.2469625,-1.773926,-1.8596524,-2.9130003,-0.18576679,-3.7358172,-1.9185036,0.6459063,-0.32607195,1.649092,-0.31994283,1.3751906,-0.4143932,0.26045412,2.360082,-0.6854838,-2.1473274,-0.06027039
IK_AEOYRSISBCASMX-UHFFFAOYSA-N,-0.6169278,1.1285353,-0.5706922,-0.5027915,-0.42819428,-0.020237818,0.06918382,0.17757705,-1.639212,-1.0728815,-0.70339507,-0.47243574,-0.622633,0.42202792,0.90961456,-0.21434952,-0.30213058,0.25063,-0.7260749,-0.5780372,0.35078016,0.86847216,-1.4747398,-0.5862557
IK_AERBNCYCJBRYDG-KSZLIROESA-N,-1.9869379,1.5155661,3.2081149,2.628021,-2.3829985,-2.3101828,-0.3971399,-0.7660784,-1.7820334,0.36335286,-0.92034614,-1.6316644,-2.0944664,2.4433098,-2.318729,-0.24273567,-0.49022162,0.40181622,-0.041041017,0.7111093,2.0314147,0.0038073007,-1.1862112,3.3284588
IK_AERBNCYCJBRYDG-RGBJRUIASA-N,-2.179039,1.4331956,3.2520552,2.2949777,-2.4691653,-2.454192,-0.45995793,-0.9207606,-1.3583736,0.45996383,-1.0488389,-1.486314,-2.2288291,2.6661386,-2.3735332,-0.07824958,-0.06090164,0.8843723,-0.036146194,0.5766183,2.1059287,-0.07739568,-0.6568984,3.454948
IK_AEURJYQWJBBJDQ-RRSKNPHNSA-N,-2.2464654,-2.7407947,0.5553042,0.4797912,-1.0877631,-0.24062735,0.225256,-1.455121,-2.2362127,1.690159,-2.3716204,-1.6957905,-0.61279386,-1.4205465,-0.6539561,0.73352295,-1.9490955,-0.8644875,2.7410536,-0.8429506,-2.3653548,0.56284773,-3.0673764,-0.51831186
IK_AFENDNXGAFYKQO-UHFFFAOYSA-N,2.4005606,2.1981814,0.46188134,-2.2911334,-1.3476106,2.987815,-1.2137727,2.1812744,0.6865734,-1.1410482,-1.3018053,3.1128335,-1.9775633,-1.0214167,1.6785252,-2.2177825,4.4125957,1.4024417,-1.2872852,-1.9087498,1.563455,1.5714712,0.13094501,-0.34242487
IK_AFKRZUUZFWTBCC-WSTZPKSXSA-N,0.6590647,1.0968511,1.1801474,3.5304086,0.28817216,-0.4752698,0.8037274,0.060734496,-3.237192,-2.152996,1.8014314,-3.3982828,-1.0543089,-0.12536548,-2.0387008,0.063746646,-1.7433437,-1.9133983,-0.16827975,1.998026,2.3916526,-1.3090607,-3.6232343,1.9808829
IK_AFKYRGZSSLJQQW-NOFZOIBWSA-N,-1.9015427,1.1748496,1.5853198,1.5117567,-1.4958962,-2.1424577,-0.51705915,0.4782743,-3.3688736,0.96785593,-0.24565396,-1.171691,-0.42029458,1.7351936,-0.70734096,-2.118768,-1.4873008,-2.1587963,-1.0703293,0.38368982,0.54030836,1.2798475,-2.920461,1.1737038
IK_AFSHUZFNMVJNKX-CLFAGFIQSA-N,-3.6230838,-1.0683416,1.2675085,-0.9980843,-2.9262345,-1.8769166,-2.1148996,-0.8596555,-0.16565216,2.1668637,-2.3361359,0.33810565,-0.79156506,1.8380138,-1.1031905,-0.6429071,0.0003376156,1.4926329,1.2291304,-1.6150883,-1.8046366,0.8685844,1.0381696,1.208023
IK_AFWBWPCXSWUCLB-WDSKDSINSA-N,1.923842,1.1206126,1.1590648,2.565756,-0.3302321,3.111919,-0.20187023,-0.5247915,-0.17051834,-0.7656796,-1.8700233,0.19533321,-0.4677526,0.7248705,1.5188355,0.687769,-1.2888479,0.276612,0.8763483,0.14178368,-0.24183455,1.3652792,-1.1344736,0.93102837
IK_AFWKBSMFXWNGRE-ONEGZZNKSA-N,4.7420473,1.51191,-3.0845976,-3.0580313,3.6846724,4.854604,1.3524652,0.3809008,3.081185,-3.295392,-0.16934492,2.0275638,-0.06716027,-2.0439143,5.098198,-0.5000068,2.8185189,0.9885337,-1.7735732,-0.4949432,1.0276426,1.7433113,-0.03527885,-3.091616
IK_AFWVBXLXFDAISA-GPRPIQDKSA-N,-1.7741507,-0.24949941,-0.12393996,-1.7894487,-1.7915965,0.18329635,-1.1831268,-0.19082189,-1.3191398,0.037005723,-1.8411655,-0.3555587,-1.365551,-0.6369374,-0.0019121431,-0.18627803,0.26047933,1.2056775,0.56525964,-2.2423239,-1.3531922,1.1369253,-1.4013386,-0.94438237
IK_AGBQKNBQESQNJD-SSDOTTSWSA-N,0.7581007,0.53007597,-1.0349659,-4.15374,-0.8322681,1.3739926,-0.97736585,2.1907923,-0.15341872,0.04056579,-0.07393505,2.515311,-0.5768008,-2.7824268,1.0800925,-3.0785983,3.2779837,-0.1013996,-1.7750171,-2.749484,-0.7205181,1.1262649,-0.5604917,-2.2688303
IK_AGGWFDNPHKLBBV-YUMQZZPRSA-N,1.9408139,1.2311592,1.3484339,2.7243533,-0.42266545,3.3909504,-0.3499337,-0.35898232,-0.30904207,-0.6287439,-1.9363949,0.46144432,-0.104800776,0.82162976,1.6781996,0.52654004,-1.7457211,-0.061983276,0.72275573,-0.06507806,-0.6744978,1.5641714,-1.2600846,0.9250942
IK_AGLLGVGIYDAODS-PVCMTRMKSA-N,-1.6714747,-2.7404492,0.5219219,2.3193035,-0.13605736,-0.47973037,0.857666,-1.3805208,-1.0938853,2.449436,-1.5309635,-0.8952854,1.2936139,1.0540781,0.58716387,1.176871,-2.6051595,-1.5666674,0.9843017,0.5653567,-2.037711,0.32388613,-1.1793094,0.24606487
IK_AGMMTXLNIQSRCG-UHFFFAOYSA-N,3.3384755,-2.7649734,0.9271366,1.2798014,1.6883554,2.0066364,-1.5259478,3.6806781,3.192073,2.4876814,4.3301473,3.767759,2.711868,-4.089399,-3.054392,-3.3647358,1.893663,-3.2705166,-0.64672565,1.1302259,-0.46650386,-2.7003465,1.0642517,1.558779
IK_AGOYDEPGAOXOCK-KCBOHYOISA-N,-2.1530178,-0.27023548,-0.7141498,0.093032494,0.5158025,-1.6208086,1.7010438,-2.5889137,-2.637838,-2.5831678,-1.0408945,-5.4367642,-2.5938394,-1.151866,-1.5974866,2.0587356,-0.95092744,1.1514769,1.2972784,-0.21730639,1.4700792,-1.0115597,-3.803864,-0.19983067
IK_AGPIOXWTGKGPPK-UHFFFAOYSA-N,1.3773385,-0.059651237,1.2129849,2.5780485,-0.2084296,2.8744812,-0.26593313,-0.80535096,-0.75814044,-0.08275552,-2.0346055,-1.0378667,-0.4631214,-0.7607591,0.8274645,0.8857334,-1.5833343,-0.4519082,1.8565339,-0.10249665,-1.0741905,1.2045163,-2.345385,0.560133
IK_AGPKZVBTJJNPAG-AKGZTFGVSA-N,1.687371,1.7155659,0.77492887,1.9612625,-0.53295726,2.6268196,-0.091365755,-0.18441993,-0.23064342,-1.2815266,-1.6640943,0.9019833,-0.17506507,1.517864,2.0007224,0.35978338,-1.0638857,0.58891314,0.19317533,0.24946937,0.09546153,1.2892458,-0.44595897,0.70243585
IK_AGPKZVBTJJNPAG-CRCLSJGQSA-N,1.687371,1.7155659,0.77492887,1.9612625,-0.53295726,2.6268196,-0.091365755,-0.18441993,-0.23064342,-1.2815266,-1.6640943,0.9019833,-0.17506507,1.517864,2.0007224,0.35978338,-1.0638857,0.58891314,0.19317533,0.24946937,0.09546153,1.2892458,-0.44595897,0.70243585
IK_AGPKZVBTJJNPAG-UHFFFAOYNA-N,1.6557382,2.0695412,1.0860369,2.1943626,-0.87504965,2.8494453,-0.3373874,-0.0344939,-0.22569627,-1.2512099,-1.9710356,1.2664552,-0.21428588,2.0020976,2.1669986,0.19426359,-1.111123,0.738918,0.13880247,0.13072552,0.10540076,1.6242656,-0.2892213,0.95973784
IK_AGPKZVBTJJNPAG-UHFFFAOYSA-N,1.5285708,1.5855572,0.7234217,1.8650608,-0.5075039,2.4747386,-0.071903355,-0.22661057,-0.33117878,-1.2299836,-1.6460589,0.71894777,-0.26548576,1.3334556,1.8679616,0.43509957,-0.9912907,0.5877692,0.31748104,0.20981082,0.07563846,1.2337228,-0.5672711,0.62346214
IK_AGPKZVBTJJNPAG-UHNVWZDZSA-N,1.687371,1.7155659,0.77492887,1.9612625,-0.53295726,2.6268196,-0.091365755,-0.18441993,-0.23064342,-1.2815266,-1.6640943,0.9019833,-0.17506507,1.517864,2.0007224,0.35978338,-1.0638857,0.58891314,0.19317533,0.24946937,0.09546153,1.2892458,-0.44595897,0.70243585
IK_AGPKZVBTJJNPAG-WHFBIAKZSA-N,2.0121677,2.1885726,1.190542,2.4584694,-0.8316069,3.1163728,-0.23614946,-0.101218805,-0.11923727,-1.4135875,-2.0500948,1.3038975,-0.35459757,2.0840797,2.284391,0.3582895,-1.1136522,0.89207226,0.24572065,0.25886726,0.24609947,1.6361916,-0.24660441,1.1072241
IK_AGSPXMVUFBBBMO-UHFFFAOYSA-N,-1.9903277,1.6129037,3.0762157,2.0801644,-2.4135711,-2.643524,-0.4568212,-0.7304841,-1.0720929,0.50643694,-0.99319714,-0.77960885,-1.7686423,3.3584,-1.793382,-0.113353126,-0.19912219,0.88911015,-0.41763866,0.70161134,2.234025,-0.012594741,0.082217336,3.4878712
IK_AGVRWBBFKKEVAX-QIEOIKHQSA-N,-1.7433729,-2.3756695,-0.011130758,1.2652096,0.047789074,-0.6391127,0.9439805,-1.3091586,-1.0036484,1.8627096,-1.17462,-0.96817756,0.9496752,0.4662342,0.29001063,0.8697237,-2.2660172,-1.0628111,0.7687602,0.14541467,-1.8824992,0.06203994,-1.1702654,-0.28578478
IK_AHANXAKGNAKFSK-PDBXOOCHSA-N,-1.319061,0.77572745,0.40185803,-1.3500919,-2.173194,1.0571846,-1.337139,0.47379786,-1.3181145,-0.049103387,-2.047365,0.69712,-1.0625014,0.31209487,0.8364322,-0.32442856,0.2369916,1.1398093,-0.13584256,-2.194635,-1.093028,1.6722274,-1.3058356,-0.64227164
IK_AHJCDQGRYVBQQZ-NSCUHMNNSA-N,1.9306786,1.6134539,0.8204155,1.799286,-0.58570504,2.846357,-0.27077684,0.125274,-0.051680706,-1.1037047,-1.6066511,1.1914737,-0.18856588,1.2170416,1.9653342,0.12346229,-0.8229844,0.4568848,0.122188,0.07640296,-0.03776817,1.3506347,-0.431511,0.62938434
IK_AHLPHDHHMVZTML-SCSAIBSYSA-N,1.9402833,1.9485604,1.1583043,2.5822842,-0.62120694,3.193787,-0.2584302,-0.18259507,-0.21451497,-1.1632676,-1.9400452,1.1428496,0.12242335,1.8645759,2.2825549,0.30517522,-1.7136077,0.33642364,0.25125206,0.16119404,-0.2616042,1.64312,-0.48277372,0.9515637
IK_AHLPHDHHMVZTML-UHFFFAOYSA-N,1.8996686,1.9151776,1.1833205,2.6729727,-0.6363909,3.037054,-0.16948876,-0.23089747,-0.31621808,-1.1915381,-1.9170947,1.1551565,0.2225478,1.883004,2.291933,0.41064253,-1.9155203,0.26398143,0.33069524,0.1981128,-0.3018097,1.592926,-0.45950103,0.9454525
IK_AHTAWKLQNJKVCN-UHFFFAOYSA-N,-1.7027432,1.5043024,0.6739299,-1.2922738,-2.6999233,1.1352037,-1.7627488,0.77254975,-1.6098597,-0.2988361,-2.15029,0.8184085,-1.3498248,0.89884233,0.78641224,-0.5222341,0.22791342,1.3931378,-0.48235235,-2.4765062,-0.7996636,2.0463295,-1.4261036,-0.1538617
IK_AHWXJDWBIIDPKS-TZUVPVEASA-N,-1.6436964,-3.433422,0.5470963,2.535333,0.06377248,-0.32078835,1.2200938,-1.8368747,-1.6160611,2.4635398,-1.6493093,-1.4446725,1.09555,0.08133169,0.1278755,1.2406956,-3.0729623,-1.8772985,1.858855,0.3982561,-2.5355675,0.15622449,-2.1001003,-0.1589672
IK_AIQDYKMWENWVQJ-QIUUJYRFSA-K,-1.2700589,1.3250593,-0.73157793,-0.2794681,0.2952944,-1.5683067,1.0058568,-1.71439,-1.33517,-2.6312642,-0.10955354,-3.0386062,-1.8225504,0.99472654,-0.24178706,1.5747943,0.07962955,1.6287793,-0.561242,0.26086897,2.4625788,-0.6312825,-1.2504267,0.23379004
IK_AIUFHSHETJXZFR-ATCSHJOVSA-N,-1.6137325,-0.37583026,0.8017429,-0.7000254,-2.198266,0.73857206,-1.3203704,-0.13819295,-1.7067873,0.47273722,-2.1383603,-0.63844484,-1.6197164,-0.940986,-0.35542825,-0.015805556,-0.09885174,0.59004056,1.2322122,-2.0742517,-1.3412142,1.3840625,-2.3880901,-0.23963088
IK_AJBBHZDIKZCZAI-UHFFFAOYSA-N,-1.5708803,1.7826948,0.52450085,-1.539296,-2.729585,1.8569382,-1.6769589,0.99018353,-1.6488643,-0.4221318,-2.6109698,1.1041735,-1.2344548,0.9364366,1.3603034,-0.62364846,0.32511455,1.7088566,-0.8026326,-2.8460426,-1.0197684,2.1613617,-1.7406002,-0.67229456
IK_AJMZUFBKADIAKC-SKTOPKGQSA-N,-1.679545,-0.576417,1.0667865,-0.34658104,-2.2778614,0.45988426,-1.2887057,-0.31925634,-1.6444764,0.5377493,-2.0337884,-0.71860147,-1.5745038,-0.8167159,-0.67335975,-0.008848155,-0.211433,0.51945686,1.5552596,-1.8340061,-1.2422167,1.1906983,-2.193971,0.089370005
IK_AJOQSQHYDOFIOX-UHFFFAOYSA-N,1.3848724,0.31023043,0.3573988,2.2251616,0.82208014,0.74357134,1.1629524,-1.2876358,-0.4438575,-1.4247363,-0.5322632,-0.5190723,-0.14738393,1.1239506,0.9616552,1.8069743,-1.6780894,0.16853704,0.8768934,1.0469233,0.7572201,0.3794422,-0.26918364,0.6329429
IK_AJSDVNKVGFVAQU-PRJMDXOYSA-N,-2.2733884,0.49402782,-1.60809,-0.5579441,0.9946755,-1.8562821,1.766566,-2.7154899,-2.2257056,-3.3077788,-0.74750245,-5.0481176,-2.246661,0.12922212,-0.44183558,2.569172,-1.0285468,1.8740568,0.3467686,-0.24762398,2.078981,-0.6925086,-2.895166,-0.6931402
IK_AJSJFDUIZFXAQY-UHFFFAOYSA-N,-1.3015865,1.0170288,0.5043851,-0.92481077,-2.0711608,0.9695067,-1.2698764,0.48253572,-1.4865447,-0.2809528,-1.8700821,0.21501926,-1.2492684,0.13333012,0.45220098,-0.38060722,0.15542097,1.0878879,-0.1899833,-2.0499685,-0.64608103,1.5327742,-1.7388579,-0.33750337
IK_AJTJVNKPLZTLHV-RJJHQZCFSA-N,-1.8634458,-3.2931786,0.2727719,2.2140746,0.10455244,-0.38866982,1.2847288,-1.7625146,-1.423847,2.4511304,-1.5424695,-1.4014078,1.1995735,0.3070999,0.33490655,1.2577794,-3.057093,-1.6605328,1.4092019,0.2697097,-2.5712943,0.1793344,-1.8225943,-0.2712205
IK_AJWIFVNLXHFTFD-NSCUHMNNSA-N,-1.3375717,1.0769553,0.76387864,-0.71499187,-2.446632,1.2211918,-1.5003242,0.27115887,-1.469129,-0.55407286,-2.1436665,0.004700603,-1.752524,0.10939018,0.3363433,-0.12788662,0.41088283,1.6676786,0.3078111,-2.240506,-0.43588197,1.5431627,-1.8181775,-0.10235577
IK_AKAHWGGIUSJNNM-BQBZGAKWSA-N,2.0299177,0.98163235,1.2066035,2.7311764,-0.18292604,3.5657082,-0.3062621,-0.5217179,-0.33695397,-0.5569566,-2.0516849,0.03995589,-0.16581105,0.42519554,1.7350023,0.6231893,-1.7181379,-0.19553456,0.9041671,-0.01433217,-0.7297636,1.6010736,-1.6094153,0.7642796
IK_AKASWINDKIEEBO-ZJUUUORDSA-N,0.4037515,1.1585784,-0.96612734,-3.4173172,-0.63603896,0.028999321,-0.61725634,2.2032573,0.04469815,-1.0479404,1.4576099,1.0847287,-1.1874079,-2.4834754,-0.7210094,-2.8161747,3.668317,0.30611956,-2.389145,-1.6484655,1.5127411,-0.6138156,-0.3033245,-0.7541651
IK_AKCRVYNORCOYQT-UHFFFAOYSA-N,1.7822533,1.3557252,0.96075004,2.3617496,-0.32198685,3.4490633,-0.36650774,-0.41581494,-0.19158794,-0.7322985,-2.1261222,0.40748045,-0.06361587,0.9713988,2.1141608,0.39492342,-1.5590478,0.1589753,0.53133804,-0.10354954,-0.53716016,1.7267883,-1.1690601,0.5933734
IK_AKUHMVHZLHMOIV-MMRRFZAGSA-N,-4.138434,-1.6909919,1.4815553,-0.8085302,-3.080262,-2.3059807,-2.3264048,-0.95413923,-0.05761852,2.9956388,-2.5316358,0.13268997,-0.70201266,1.8670806,-1.5558113,-0.7722644,-0.09008956,1.3802879,1.512072,-1.592809,-2.1229777,0.7041079,1.2248043,1.5393795
IK_AKUJBENLRBOFTD-RPRRAYFGSA-N,-0.1997946,-0.10117239,-2.6948073,-1.3248824,1.9399773,1.9409064,0.93876207,-0.8777883,-0.6471226,-0.50878435,-1.2804706,-1.5234392,0.7417569,-0.76387244,3.1062243,0.20945038,-1.3335677,-0.65070164,-0.8810429,-1.1967138,-2.0061123,2.0999515,-2.085105,-2.9727085
IK_ALPFACMJGXQCHP-TUUIQCBBSA-N,-2.3577309,-0.61375576,0.9911571,-1.0921472,-2.9691205,1.3158293,-1.7838327,-0.23017311,-2.1187086,0.58993244,-2.9463406,-0.97305775,-2.2795515,-1.51303,-0.50413847,0.25295398,-0.034723554,1.1443214,1.8922883,-3.029819,-2.0128314,1.5975592,-3.3445585,-0.4008317
IK_ALTAAUJNHYWOGS-UHFFFAOYSA-N,-1.0525771,1.3481736,-0.23804043,-1.2905012,-0.9312191,-0.5845947,-0.23102792,-0.1575758,-0.76834625,-1.3981122,-0.8094648,-0.12131403,-1.2205313,1.1211488,0.48516685,0.021989627,0.8166897,1.6116699,-0.762364,-0.9256092,1.1050377,0.44738182,0.03152454,0.057937756
IK_ALYNCZNDIQEVRV-UHFFFAOYSA-N,1.6112396,-0.6923825,-0.8014274,2.442125,3.0553622,0.88680273,2.1521416,-2.2728333,-0.28106844,-1.6152024,0.080068335,-1.7180648,0.7587837,1.1023579,1.9427642,3.1069734,-3.012461,-0.68842316,0.9540052,1.5714984,0.4388418,0.79767424,-0.646749,-0.276747
IK_AMDPNECWKZZEBQ-UHFFFAOYSA-N,1.2452931,-0.5526369,-1.0693645,1.705619,2.8184032,0.4762313,1.9022024,-1.8685827,-0.30501,-1.7704846,0.37858593,-1.6087744,0.7584683,0.98726076,1.7163439,2.746598,-2.5581484,-0.5646357,0.59732467,1.4701422,0.64508396,0.60000736,-0.5287461,-0.53293914
IK_AMPNNTLXPJCDJF-UHFFFAOYSA-N,1.3514754,1.032694,1.0446107,2.0488315,-0.5091691,1.8484944,-0.011883924,-0.38834423,-0.38038793,-0.76355696,-1.3568119,0.37315577,-0.4646056,0.90636414,1.0049419,0.59510285,-1.056439,0.32193643,0.7150013,0.29659364,0.035241224,0.9391099,-0.6083602,0.9340177
IK_AMTPYFGPPVFBBI-UHFFFAOYSA-N,1.7531865,-0.4331077,-0.87169284,2.573459,3.2137768,1.0809486,2.286638,-2.4042299,-0.20684028,-1.9693273,-0.01031743,-1.7567928,0.74427104,1.4601995,2.2019439,3.3709013,-3.1396892,-0.5067109,0.8967089,1.7131926,0.69846845,0.8097422,-0.56540406,-0.22529109
IK_AMVYOVYGIJXTQB-UHFFFAOYSA-N,1.4977142,-0.59166557,-0.9528087,2.1276274,3.0902019,0.35959867,2.2157416,-2.2134147,-0.07127614,-1.8711603,0.5011141,-1.5677063,0.7203407,1.3688343,1.6820762,3.169962,-2.790076,-0.45534715,0.59798944,1.767068,0.8724921,0.49178326,-0.14660113,-0.24683164
IK_AMXYRHBJZOVHOL-UHFFFAOYSA-N,-1.754154,1.6172068,0.79694897,-1.5711741,-2.9625864,0.83914655,-2.0297158,0.8076875,-1.3841164,-0.36031857,-2.1316226,1.3014078,-1.253762,1.6646627,0.9218049,-0.6119696,0.4516574,1.5963672,-0.65688163,-2.5019493,-0.67646575,2.1905966,-0.49092886,0.07893932
