epoch,kl_beta,total,binary,mz,kl,clf
37,0.2,4.157016886197604,0.1719088403078226,0.16745719107297752,2.3426080061839176,0.6698258500832778
38,0.2,4.111262112397414,0.1702657727094797,0.1740741110765017,2.249511960836557,0.6634039667936472
39,0.2,4.182002676450289,0.17086734427855566,0.15058766357027567,2.184362998375526,0.6847350136591838
40,0.2,4.008339518767137,0.17152628302574158,0.15362897182886417,2.256770506271949,0.6463660311240417
41,0.2,3.9118212149693417,0.17159136419112866,0.14998902414853757,2.2629141349058886,0.6275315949550042
42,0.2,3.9351347281382636,0.1704075315823922,0.1481709265938172,2.2205195793738732,0.6344904718490747
43,0.2,3.835124364266029,0.17052848453705127,0.1494252750506768,2.2878924883328953,0.6115184174134181
44,0.2,3.869356311284579,0.17063566652628093,0.13883103670982214,2.1705853627278255,0.6251545078479327
45,0.2,3.7452667493086595,0.17025555532712203,0.14005585140906848,2.227842274078956,0.5978773786471441
46,0.2,3.9972564678925733,0.17049093154760508,0.13784413108458884,2.2041865495535045,0.6496168182446407
47,0.2,3.796817188996535,0.17124568819999694,0.13416926356462333,2.2013721869542047,0.6102255582809448
48,0.2,3.494735914010268,0.17024865196301386,0.13914764042084032,2.179020514855018,0.5499070985959127
49,0.2,3.805011886816758,0.16951811749201554,0.14555615043410888,2.0553950291413527,0.6157717159161201
50,0.2,3.6939425761883076,0.16995599797138802,0.13037384272767946,2.0353894270383392,0.5973069674693621
51,0.2,3.5756015319090624,0.17079330315956703,0.13482545362069057,2.101590317946214,0.5699329389975621
52,0.2,3.6409500342149,0.1706447197840764,0.14185118016142112,2.121480969282297,0.5808315841051248
53,0.2,3.597687233411349,0.1697631870324795,0.14214378010768156,2.1069803384634165,0.5728768357863793
54,0.2,3.6702896448282094,0.17032944903923916,0.123247813891906,2.0734010072854847,0.5924064333622272
55,0.2,3.4924299075053287,0.17070229855867533,0.1414943265227171,2.048596085034884,0.5541028080078272
56,0.2,3.6930702704649705,0.17061607608428367,0.13389288760148563,2.0635481632672823,0.5951703280210495
57,0.2,3.517878000552838,0.17019413801339955,0.1414943919158899,2.035252147454482,0.5598278050239269
58,0.2,3.3765713618351865,0.16958572612358974,0.1223206242116598,2.018813360654391,0.5361804643502602
59,0.2,3.557467400110685,0.16960982084274293,0.12745735249840295,2.0272812586564286,0.5709887882837883
60,0.2,3.41903502207536,0.16973237097263336,0.12618600462491697,2.070346472813533,0.5418094669397061
