epoch,kl_beta,total,binary,mz,kl,clf
21,0.2,8.750012632516714,0.17177710074644822,0.15718614562199665,1.7712031566179716,1.6133617465312664
22,0.2,8.159524715863741,0.16973656736887419,0.16932945274389707,1.8806301593780517,1.4888665483548091
23,0.2,7.905252419985258,0.17004388708334703,0.15887178285763814,1.8155169817117545,1.4426466593375573
24,0.2,7.4470206022262575,0.16894846627345453,0.1497829345556406,1.8798109421363243,1.3504653949003953
25,0.2,8.254526044772222,0.17005193485663486,0.14577788985692539,1.8173383034192598,1.515045714378357
26,0.2,7.746908026475173,0.17046995369287637,0.14664704627715625,1.9124249403293316,1.409461207802479
27,0.2,7.683077563689305,0.17068317670088548,0.14472727133677557,1.7081325494326078,1.4052081258537679
28,0.2,7.13918804021982,0.1707680275807014,0.14237924218177794,1.8246338807619535,1.2922228003350589
29,0.2,7.05203167108389,0.1685007524031859,0.14599648381655034,1.867922773728004,1.2727899753130398
30,0.2,7.27866451556866,0.16830196907887093,0.14405155502832853,1.7697199913171622,1.3224733902857855
31,0.2,7.321971426560329,0.16865840462537912,0.14844625970491995,1.8412861934074989,1.3273219022040184
32,0.2,7.171904365832989,0.16760276372616106,0.1454328308884914,1.7380915880203247,1.3022500735062819
33,0.2,6.875676250457763,0.16678996544617872,0.14512982775385563,1.8551837315926185,1.2385439363809732
34,0.2,6.606860267199003,0.16666815326764034,0.14645774834431136,1.6772500698383037,1.1916568758396002
35,0.2,6.819228909565852,0.1670492784335063,0.13834849699185445,1.8752754669923049,1.2277551998312657
36,0.2,6.317181170903719,0.16549603916131533,0.1424409602697079,1.8223749069067148,1.1289538317574905
37,0.2,6.319874715805054,0.16540615673248585,0.14222785761723153,1.7503159908147958,1.1324355026277213
38,0.2,6.114175112430866,0.1663228711256614,0.1432211697101593,1.8388001772073599,1.087374201990091
39,0.2,6.8355148095351,0.16650194158920875,0.1461742394245588,1.830908857859098,1.2313313624033562
40,0.2,5.614064757640545,0.16616651163651394,0.1478557037619444,1.8118140147282527,0.9875359395089057
41,0.2,5.875920473612272,0.16529153837607458,0.14259185091807292,1.730189609527588,1.0443998345961938
42,0.2,5.759328688108004,0.16448861062526704,0.1444760113954544,1.8936752282656155,1.0143258042060412
43,0.2,5.922542390456567,0.1650343927053305,0.142199440071216,1.9737313637366662,1.0441124606304444
44,0.2,5.630403260084299,0.165335318675408,0.14201092605407423,1.8425301698537973,0.9909101936867676
45,0.2,5.6982206399624165,0.1642991833961927,0.13828166895187818,1.7877159357070922,1.0076193321085436
46,0.2,5.77669097827031,0.16470149044807142,0.1466960017497723,1.8803849715452927,1.017843297811655
47,0.2,5.694583714925326,0.1659712947331942,0.1477120524415603,1.7192027284548832,1.0074119556981784
48,0.2,5.14392865896225,0.16433586042660933,0.14222551240370823,1.8143050909042358,0.8949012545725474
49,0.2,5.752407367412861,0.16426885494819055,0.1418581138436611,1.6902865703289325,1.021644613146782
50,0.2,5.154778004609621,0.16466695551688854,0.14904470913685286,1.7319852022024302,0.8989338552292723
51,0.2,5.314250132670769,0.16465174945501182,0.1441963486946546,1.9397639421316293,0.9234898414462804
52,0.2,4.791033502725455,0.1639668210194661,0.1350312914412755,1.8691404085892898,0.8236414478375361
53,0.2,4.598415316068209,0.16441466349821823,0.1405539558484004,1.847144968693073,0.7848035344710717
54,0.2,5.00309537924253,0.16305312445530526,0.13578527730244858,1.7345067464388333,0.8714711300455606
55,0.2,4.7270479990885805,0.16299561514304234,0.14691748103270164,1.7588010439505943,0.8130749427355253
56,0.2,5.27523811505391,0.16399549085360307,0.14983725043443533,1.7313879306499775,0.9230255547624368
57,0.2,4.897093478532938,0.16380016459868504,0.13666056520663775,1.851996216407189,0.8452466883338414
58,0.2,4.94132651915917,0.16403119151408857,0.13799031296601663,1.7103143050120426,0.8594484367622779
59,0.2,5.053933305006761,0.16398948132991792,0.13925122590019154,1.647808536199423,0.8842261821031571
60,0.2,4.853405539806072,0.16358229861809656,0.1504056848012484,1.6228265936558064,0.8429704518845448
